condition,seed,data_seen,task_name,kind,grad_mean_norm,grad_noise_rms,grad_snr,within_task_grad_alignment,checkpoint_fraction
baseline,1,0,P03_parity_d3_25_33_36,atomic,0.11199415475130081,0.12343654036521912,0.9073014718253579,0.2010810927657334,0.0
baseline,1,0,P04_parity_d5_5_14_22_28_32,atomic,0.07709651440382004,0.09659820795059204,0.7981153692049356,0.16489534274372777,0.0
baseline,1,0,P05_parity_d3_16_18_28,atomic,0.1104726493358612,0.1416528970003128,0.7798827392484416,0.07371110973934429,0.0
baseline,1,0,P06_parity_d3_14_20_35,atomic,0.047356680035591125,0.13078723847866058,0.3620894560210155,-0.13005389436291626,0.0
baseline,1,0,P07_parity_d3_9_12_28,atomic,0.04646667093038559,0.15085874497890472,0.3080144338770366,-0.1604906856640962,0.0
baseline,1,0,P08_parity_d5_12_14_28_35_38,atomic,0.07782977819442749,0.13753832876682281,0.5658770096429717,-0.05796255061033406,0.0
baseline,1,0,P09_parity_d5_1_3_14_16_32,atomic,0.0949268788099289,0.1353878378868103,0.7011477566292952,0.011671079801867582,0.0
baseline,1,0,P10_parity_d3_2_3_33,atomic,0.04862722009420395,0.11106908321380615,0.4378105831679509,-0.11106564672445692,0.0
baseline,1,0,P11_parity_d3_5_21_34,atomic,0.050727277994155884,0.13416528701782227,0.3780954009887764,-0.07575996141201619,0.0
baseline,1,0,P12_parity_d3_9_27_30,atomic,0.0917201042175293,0.141207754611969,0.6495401365804694,0.01092982929276746,0.0
baseline,1,0,P13_parity_d3_15_21_39,atomic,0.054025135934352875,0.15697237849235535,0.34416969694219013,-0.155757992285437,0.0
baseline,1,0,P14_parity_d3_3_23_24,atomic,0.06788574904203415,0.11356857419013977,0.5977511783125861,0.01462575866099633,0.0
baseline,1,0,P15_parity_d5_7_24_30_32_33,atomic,0.056955061852931976,0.12041878700256348,0.47297488431972445,-0.035410918007712164,0.0
baseline,1,0,P16_parity_d5_3_18_23_29_37,atomic,0.052983757108449936,0.13068528473377228,0.4054301692495927,-0.09525673052959764,0.0
baseline,1,0,P17_parity_d5_1_7_16_18_37,atomic,0.051508817821741104,0.17996585369110107,0.2862143943698687,-0.0716219707526748,0.0
baseline,1,0,P18_parity_d5_0_17_30_32_34,atomic,0.06608818471431732,0.09482554346323013,0.6969449612408174,0.08787597417541809,0.0
baseline,1,0,P19_parity_d5_2_8_11_16_29,atomic,0.07177175581455231,0.11464070528745651,0.6260582193206308,0.0345604803085351,0.0
baseline,1,0,P20_parity_d3_4_7_35,atomic,0.12688784301280975,0.11530789732933044,1.1004263016721694,0.34697919182622533,0.0
baseline,1,0,P21_parity_d5_25_34_36_37_39,atomic,0.11516368389129639,0.1454281359910965,0.7918941070492378,0.17732768997749063,0.0
baseline,1,0,P22_parity_d5_5_14_30_35_36,atomic,0.06245864927768707,0.09622737765312195,0.64907358799891,0.03077776559298118,0.0
baseline,1,0,P23_parity_d5_8_13_18_30_39,atomic,0.09821080416440964,0.14709171652793884,0.6676841258092711,0.017027119850366756,0.0
baseline,1,20480,P00_parity_d3_1_15_16,atomic,0.01543653104454279,0.05840368941426277,0.2643074641190172,-0.14180725492044796,0.2048
baseline,1,20480,P01_parity_d3_0_21_26,atomic,0.013075699098408222,0.061358656734228134,0.21310275997129202,-0.039628851106217666,0.2048
baseline,1,20480,P02_parity_d5_14_17_22_28_39,atomic,0.022398440167307854,0.04953731596469879,0.4521528817349984,-0.2691381656591921,0.2048
baseline,1,20480,P03_parity_d3_25_33_36,atomic,0.012988990172743797,0.03003375232219696,0.43247976586367404,-0.13656576776892346,0.2048
baseline,1,20480,P04_parity_d5_5_14_22_28_32,atomic,0.04382118210196495,0.030312800779938698,1.445632900062491,0.5920963702152231,0.2048
baseline,1,20480,P05_parity_d3_16_18_28,atomic,0.00895508099347353,0.07697949558496475,0.1163307309993112,-0.1023221522736213,0.2048
baseline,1,20480,P06_parity_d3_14_20_35,atomic,0.015456017106771469,0.06587934494018555,0.23461097132295386,-0.011941750701590684,0.2048
baseline,1,20480,P07_parity_d3_9_12_28,atomic,0.03133001551032066,0.022449582815170288,1.3955722815371812,0.5431838450432863,0.2048
baseline,1,20480,P08_parity_d5_12_14_28_35_38,atomic,0.05682879313826561,0.04887869954109192,1.1626494499782563,0.15489468826504202,0.2048
baseline,1,20480,P09_parity_d5_1_3_14_16_32,atomic,0.019284209236502647,0.029474962502717972,0.6542572949522883,-0.0003182695782451006,0.2048
baseline,1,20480,P10_parity_d3_2_3_33,atomic,0.017447350546717644,0.04844815284013748,0.36012416415395393,-0.1341556028636798,0.2048
baseline,1,20480,P11_parity_d3_5_21_34,atomic,0.011533807963132858,0.03634754568338394,0.317320131138542,-0.1727762023515802,0.2048
baseline,1,20480,P12_parity_d3_9_27_30,atomic,0.04277040809392929,0.04219488054513931,1.0136397482429331,0.4630071535249502,0.2048
baseline,1,20480,P13_parity_d3_15_21_39,atomic,0.010156522504985332,0.044909317046403885,0.22615624491159927,-0.07745122871939115,0.2048
baseline,1,20480,P14_parity_d3_3_23_24,atomic,0.016414960846304893,0.03184695169329643,0.5154327171992633,-0.007471077366960417,0.2048
baseline,1,20480,P15_parity_d5_7_24_30_32_33,atomic,0.023149125277996063,0.025962069630622864,0.8916517676156096,0.1436802662043646,0.2048
baseline,1,20480,P16_parity_d5_3_18_23_29_37,atomic,0.01750997081398964,0.027051076292991638,0.6472929440474355,0.07158641177978546,0.2048
baseline,1,20480,P17_parity_d5_1_7_16_18_37,atomic,0.010679121129214764,0.0262246523052454,0.4072168814482826,-0.12497194567704777,0.2048
baseline,1,20480,P18_parity_d5_0_17_30_32_34,atomic,0.019450169056653976,0.05532203987240791,0.3515808365194293,-0.28601854644556496,0.2048
baseline,1,20480,P19_parity_d5_2_8_11_16_29,atomic,0.014471400529146194,0.024182112887501717,0.5984340820783762,0.0015796926084804912,0.2048
baseline,1,20480,P20_parity_d3_4_7_35,atomic,0.017753412947058678,0.03815046325325966,0.46535248677685287,-0.13857913628097843,0.2048
baseline,1,20480,P21_parity_d5_25_34_36_37_39,atomic,0.009760789573192596,0.047743186354637146,0.20444361422559554,-0.21290925213141076,0.2048
baseline,1,20480,P22_parity_d5_5_14_30_35_36,atomic,0.020769426599144936,0.04945535957813263,0.41996310967898537,-0.08108403532999743,0.2048
baseline,1,20480,P23_parity_d5_8_13_18_30_39,atomic,0.01568370871245861,0.02750472165644169,0.5702187758084518,-0.09639941056421701,0.2048
baseline,1,40448,P00_parity_d3_1_15_16,atomic,0.032048601657152176,0.056982483714818954,0.5624290056745129,-0.001980216749651801,0.40448
baseline,1,40448,P01_parity_d3_0_21_26,atomic,0.03551581874489784,0.030890783295035362,1.1497221810317797,0.49115943426698633,0.40448
baseline,1,40448,P02_parity_d5_14_17_22_28_39,atomic,0.020814262330532074,0.03301079943776131,0.6305288779553746,0.03806958884254952,0.40448
