condition,seed,data_seen,task_i,task_j,grad_cosine_mean,checkpoint_fraction
baseline,0,0,P04_parity_d5_5_14_22_28_32,P12_parity_d3_9_27_30,-0.23811531630990707,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P13_parity_d3_15_21_39,-0.19875510553688142,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P14_parity_d3_3_23_24,-0.15840022717548033,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P15_parity_d5_7_24_30_32_33,-0.10183806154304402,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P16_parity_d5_3_18_23_29_37,0.11812558116160982,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P17_parity_d5_1_7_16_18_37,-0.1490858357267597,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P18_parity_d5_0_17_30_32_34,-0.049530179671652186,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P19_parity_d5_2_8_11_16_29,0.1438057224940442,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P20_parity_d3_4_7_35,-0.009769689366781865,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P21_parity_d5_25_34_36_37_39,0.12183274064422944,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P22_parity_d5_5_14_30_35_36,-0.09766240832596935,0.0
baseline,0,0,P04_parity_d5_5_14_22_28_32,P23_parity_d5_8_13_18_30_39,-0.11398693125863514,0.0
baseline,0,0,P05_parity_d3_16_18_28,P00_parity_d3_1_15_16,-0.0503713035832868,0.0
baseline,0,0,P05_parity_d3_16_18_28,P01_parity_d3_0_21_26,0.051380363998144496,0.0
baseline,0,0,P05_parity_d3_16_18_28,P02_parity_d5_14_17_22_28_39,0.07315617872458686,0.0
baseline,0,0,P05_parity_d3_16_18_28,P03_parity_d3_25_33_36,0.03351031028513901,0.0
baseline,0,0,P05_parity_d3_16_18_28,P04_parity_d5_5_14_22_28_32,-0.035039985410477495,0.0
baseline,0,0,P05_parity_d3_16_18_28,P05_parity_d3_16_18_28,1.0000067239988548,0.0
baseline,0,0,P05_parity_d3_16_18_28,P06_parity_d3_14_20_35,0.09231184159585665,0.0
baseline,0,0,P05_parity_d3_16_18_28,P07_parity_d3_9_12_28,0.10518724057477645,0.0
baseline,0,0,P05_parity_d3_16_18_28,P08_parity_d5_12_14_28_35_38,-0.17102633846621562,0.0
baseline,0,0,P05_parity_d3_16_18_28,P09_parity_d5_1_3_14_16_32,-0.08883984037599667,0.0
baseline,0,0,P05_parity_d3_16_18_28,P10_parity_d3_2_3_33,-0.1914586403765978,0.0
baseline,0,0,P05_parity_d3_16_18_28,P11_parity_d3_5_21_34,0.010225481360215052,0.0
baseline,0,0,P05_parity_d3_16_18_28,P12_parity_d3_9_27_30,0.07607465739097298,0.0
baseline,0,0,P05_parity_d3_16_18_28,P13_parity_d3_15_21_39,0.02505995327576895,0.0
baseline,0,0,P05_parity_d3_16_18_28,P14_parity_d3_3_23_24,-0.03279896553065806,0.0
baseline,0,0,P05_parity_d3_16_18_28,P15_parity_d5_7_24_30_32_33,-0.05587184071581985,0.0
baseline,0,0,P05_parity_d3_16_18_28,P16_parity_d5_3_18_23_29_37,0.1292688459256825,0.0
baseline,0,0,P05_parity_d3_16_18_28,P17_parity_d5_1_7_16_18_37,-0.0778273541981185,0.0
baseline,0,0,P05_parity_d3_16_18_28,P18_parity_d5_0_17_30_32_34,0.006906395008314935,0.0
baseline,0,0,P05_parity_d3_16_18_28,P19_parity_d5_2_8_11_16_29,0.1761245298929089,0.0
baseline,0,0,P05_parity_d3_16_18_28,P20_parity_d3_4_7_35,-0.05740324324958636,0.0
baseline,0,0,P05_parity_d3_16_18_28,P21_parity_d5_25_34_36_37_39,0.0006369156986122778,0.0
baseline,0,0,P05_parity_d3_16_18_28,P22_parity_d5_5_14_30_35_36,-0.02795941012585276,0.0
baseline,0,0,P05_parity_d3_16_18_28,P23_parity_d5_8_13_18_30_39,-0.020764458674313757,0.0
baseline,0,0,P06_parity_d3_14_20_35,P00_parity_d3_1_15_16,0.14599590112803776,0.0
baseline,0,0,P06_parity_d3_14_20_35,P01_parity_d3_0_21_26,-0.15900225970990609,0.0
baseline,0,0,P06_parity_d3_14_20_35,P02_parity_d5_14_17_22_28_39,0.06958319178129153,0.0
baseline,0,0,P06_parity_d3_14_20_35,P03_parity_d3_25_33_36,0.23836501636808533,0.0
baseline,0,0,P06_parity_d3_14_20_35,P04_parity_d5_5_14_22_28_32,0.01402110514801135,0.0
baseline,0,0,P06_parity_d3_14_20_35,P05_parity_d3_16_18_28,0.09231184159585665,0.0
baseline,0,0,P06_parity_d3_14_20_35,P06_parity_d3_14_20_35,1.0000058664328275,0.0
baseline,0,0,P06_parity_d3_14_20_35,P07_parity_d3_9_12_28,0.1881375706433477,0.0
baseline,0,0,P06_parity_d3_14_20_35,P08_parity_d5_12_14_28_35_38,-0.09604890255313818,0.0
baseline,0,0,P06_parity_d3_14_20_35,P09_parity_d5_1_3_14_16_32,0.21349201402855628,0.0
baseline,0,0,P06_parity_d3_14_20_35,P10_parity_d3_2_3_33,-0.0019004816899954784,0.0
baseline,0,0,P06_parity_d3_14_20_35,P11_parity_d3_5_21_34,0.24984260154535343,0.0
baseline,0,0,P06_parity_d3_14_20_35,P12_parity_d3_9_27_30,0.2486514122472743,0.0
baseline,0,0,P06_parity_d3_14_20_35,P13_parity_d3_15_21_39,0.04125505353314083,0.0
baseline,0,0,P06_parity_d3_14_20_35,P14_parity_d3_3_23_24,-0.04973536182503313,0.0
baseline,0,0,P06_parity_d3_14_20_35,P15_parity_d5_7_24_30_32_33,0.06838551509229826,0.0
baseline,0,0,P06_parity_d3_14_20_35,P16_parity_d5_3_18_23_29_37,-0.23538199301530352,0.0
baseline,0,0,P06_parity_d3_14_20_35,P17_parity_d5_1_7_16_18_37,0.16047506214475468,0.0
baseline,0,0,P06_parity_d3_14_20_35,P18_parity_d5_0_17_30_32_34,-0.10205992881558124,0.0
baseline,0,0,P06_parity_d3_14_20_35,P19_parity_d5_2_8_11_16_29,0.06963774319305033,0.0
baseline,0,0,P06_parity_d3_14_20_35,P20_parity_d3_4_7_35,0.1006964582401209,0.0
baseline,0,0,P06_parity_d3_14_20_35,P21_parity_d5_25_34_36_37_39,-0.06859768226452158,0.0
baseline,0,0,P06_parity_d3_14_20_35,P22_parity_d5_5_14_30_35_36,0.21538748347593067,0.0
baseline,0,0,P06_parity_d3_14_20_35,P23_parity_d5_8_13_18_30_39,0.268546924016185,0.0
baseline,0,0,P07_parity_d3_9_12_28,P00_parity_d3_1_15_16,0.17837454751080375,0.0
baseline,0,0,P07_parity_d3_9_12_28,P01_parity_d3_0_21_26,-0.030923279311623916,0.0
baseline,0,0,P07_parity_d3_9_12_28,P02_parity_d5_14_17_22_28_39,0.2633678481356759,0.0
baseline,0,0,P07_parity_d3_9_12_28,P03_parity_d3_25_33_36,0.10911761623797565,0.0
baseline,0,0,P07_parity_d3_9_12_28,P04_parity_d5_5_14_22_28_32,-0.12057528312988698,0.0
baseline,0,0,P07_parity_d3_9_12_28,P05_parity_d3_16_18_28,0.10518724057477645,0.0
baseline,0,0,P07_parity_d3_9_12_28,P06_parity_d3_14_20_35,0.1881375706433477,0.0
baseline,0,0,P07_parity_d3_9_12_28,P07_parity_d3_9_12_28,1.000006236806972,0.0
baseline,0,0,P07_parity_d3_9_12_28,P08_parity_d5_12_14_28_35_38,-0.16986029847510797,0.0
baseline,0,0,P07_parity_d3_9_12_28,P09_parity_d5_1_3_14_16_32,0.19699038887196402,0.0
baseline,0,0,P07_parity_d3_9_12_28,P10_parity_d3_2_3_33,0.013676544339622804,0.0
baseline,0,0,P07_parity_d3_9_12_28,P11_parity_d3_5_21_34,0.2510216341977969,0.0
baseline,0,0,P07_parity_d3_9_12_28,P12_parity_d3_9_27_30,0.3166250229706679,0.0
baseline,0,0,P07_parity_d3_9_12_28,P13_parity_d3_15_21_39,0.1903636597201448,0.0
baseline,0,0,P07_parity_d3_9_12_28,P14_parity_d3_3_23_24,-0.04604156774296485,0.0
baseline,0,0,P07_parity_d3_9_12_28,P15_parity_d5_7_24_30_32_33,-0.06033155333257714,0.0
baseline,0,0,P07_parity_d3_9_12_28,P16_parity_d5_3_18_23_29_37,-0.2139602633327008,0.0
baseline,0,0,P07_parity_d3_9_12_28,P17_parity_d5_1_7_16_18_37,0.21480769073341624,0.0
baseline,0,0,P07_parity_d3_9_12_28,P18_parity_d5_0_17_30_32_34,-0.07396867625510971,0.0
baseline,0,0,P07_parity_d3_9_12_28,P19_parity_d5_2_8_11_16_29,0.11568980280230645,0.0
baseline,0,0,P07_parity_d3_9_12_28,P20_parity_d3_4_7_35,-0.0001945376273055267,0.0
baseline,0,0,P07_parity_d3_9_12_28,P21_parity_d5_25_34_36_37_39,-0.25081679713810756,0.0
baseline,0,0,P07_parity_d3_9_12_28,P22_parity_d5_5_14_30_35_36,0.23381927057460547,0.0
baseline,0,0,P07_parity_d3_9_12_28,P23_parity_d5_8_13_18_30_39,0.23884634774572708,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P00_parity_d3_1_15_16,-0.17737144173011204,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P01_parity_d3_0_21_26,0.13602076410527855,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P02_parity_d5_14_17_22_28_39,-0.1308105410143707,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P03_parity_d3_25_33_36,-0.12736853601431933,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P04_parity_d5_5_14_22_28_32,-0.009185153992285066,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P05_parity_d3_16_18_28,-0.17102633846621562,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P06_parity_d3_14_20_35,-0.09604890255313818,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P07_parity_d3_9_12_28,-0.16986029847510797,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P08_parity_d5_12_14_28_35_38,1.0000054546719865,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P09_parity_d5_1_3_14_16_32,-0.11374701568150264,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P10_parity_d3_2_3_33,-0.15370385726903257,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P11_parity_d3_5_21_34,-0.13696982628071463,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P12_parity_d3_9_27_30,-0.144841033679177,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P13_parity_d3_15_21_39,-0.02659028385328603,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P14_parity_d3_3_23_24,0.08026365208784307,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P15_parity_d5_7_24_30_32_33,0.06070224297634432,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P16_parity_d5_3_18_23_29_37,0.1529847919450744,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P17_parity_d5_1_7_16_18_37,-0.09156904682838256,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P18_parity_d5_0_17_30_32_34,-0.007164558032882431,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P19_parity_d5_2_8_11_16_29,-0.06947909344021298,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P20_parity_d3_4_7_35,0.13505286757086032,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P21_parity_d5_25_34_36_37_39,-0.002717677321086002,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P22_parity_d5_5_14_30_35_36,-0.0863869882783541,0.0
baseline,0,0,P08_parity_d5_12_14_28_35_38,P23_parity_d5_8_13_18_30_39,-0.15305427627843846,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P00_parity_d3_1_15_16,0.6019504140212849,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P01_parity_d3_0_21_26,-0.24255798492042577,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P02_parity_d5_14_17_22_28_39,0.1677496794896965,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P03_parity_d3_25_33_36,0.07249287824559644,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P04_parity_d5_5_14_22_28_32,-0.16984349495925527,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P05_parity_d3_16_18_28,-0.08883984037599667,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P06_parity_d3_14_20_35,0.21349201402855628,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P07_parity_d3_9_12_28,0.19699038887196402,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P08_parity_d5_12_14_28_35_38,-0.11374701568150264,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P09_parity_d5_1_3_14_16_32,1.00000557437333,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P10_parity_d3_2_3_33,0.05865292074499175,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P11_parity_d3_5_21_34,0.6667816501400213,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P12_parity_d3_9_27_30,0.5499085873654282,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P13_parity_d3_15_21_39,0.4069924532881794,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P14_parity_d3_3_23_24,0.341765166186728,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P15_parity_d5_7_24_30_32_33,0.2589436772969538,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P16_parity_d5_3_18_23_29_37,-0.6087256413822202,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P17_parity_d5_1_7_16_18_37,0.45165565409667785,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P18_parity_d5_0_17_30_32_34,-0.5346709518748323,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P19_parity_d5_2_8_11_16_29,-0.27684488385367656,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P20_parity_d3_4_7_35,0.461206924335675,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P21_parity_d5_25_34_36_37_39,-0.21037327997733074,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P22_parity_d5_5_14_30_35_36,0.7251706948412734,0.0
baseline,0,0,P09_parity_d5_1_3_14_16_32,P23_parity_d5_8_13_18_30_39,0.7171018223906385,0.0
baseline,0,0,P10_parity_d3_2_3_33,P00_parity_d3_1_15_16,0.11312419176815226,0.0
baseline,0,0,P10_parity_d3_2_3_33,P01_parity_d3_0_21_26,-0.06523257665410748,0.0
baseline,0,0,P10_parity_d3_2_3_33,P02_parity_d5_14_17_22_28_39,-0.0012120184899787534,0.0
baseline,0,0,P10_parity_d3_2_3_33,P03_parity_d3_25_33_36,0.10080983573076659,0.0
baseline,0,0,P10_parity_d3_2_3_33,P04_parity_d5_5_14_22_28_32,-0.006403018554803896,0.0
baseline,0,0,P10_parity_d3_2_3_33,P05_parity_d3_16_18_28,-0.1914586403765978,0.0
baseline,0,0,P10_parity_d3_2_3_33,P06_parity_d3_14_20_35,-0.0019004816899954784,0.0
baseline,0,0,P10_parity_d3_2_3_33,P07_parity_d3_9_12_28,0.013676544339622804,0.0
baseline,0,0,P10_parity_d3_2_3_33,P08_parity_d5_12_14_28_35_38,-0.15370385726903257,0.0
baseline,0,0,P10_parity_d3_2_3_33,P09_parity_d5_1_3_14_16_32,0.05865292074499175,0.0
baseline,0,0,P10_parity_d3_2_3_33,P10_parity_d3_2_3_33,1.0000075417670309,0.0
baseline,0,0,P10_parity_d3_2_3_33,P11_parity_d3_5_21_34,0.012439868585537235,0.0
baseline,0,0,P10_parity_d3_2_3_33,P12_parity_d3_9_27_30,-0.017932961285428126,0.0
