source_run_dir,source_model_name,model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_correct_mrr,composite,10,0.5294270833333334,0.0149739583333333,0.5235026041666667,-0.7161721936907482,-0.8890413438919634,-0.2222603359729908,0.6708486258373634,0.830867564110496,0.2584921310565987,,,,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_correct_mrr,true_atomic_composite,22,0.5192945075757575,0.0032552083333333,0.521676728219697,-0.4501151868470238,-0.4793228828854474,-0.2052162438773584,0.465383922263256,0.5116331744978683,0.2517045969801879,-0.219675744029807,-0.1790922824183588,0.0235154251739224,0.3527263327816241,0.2589995083810294,0.093580455635941,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_correct,all,24,-4.716503455148389,6.376891506680598,-6.034526861524985,-0.2827242352950632,-0.3272271241841009,0.0693721503270293,0.1815417246239229,0.2548566518758919,-0.1383382853504413,-0.3685293582116035,-0.3433705903943764,0.0088521590468021,0.3296525556603742,0.317443201747027,-0.2197683704402494,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_correct,atomic,12,-4.863608322106302,6.239651137031615,-6.038260711822659,0.2614987923138812,0.1024792564473318,-0.074209116737723,-0.4093174715801814,-0.1957605298861736,0.0818634943160362,-0.1782873955801673,-0.1604586560221505,-0.0178287395580167,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_correct,composite,10,-4.600034097209573,6.5026415910571815,-6.076736207585782,-0.0185216946644159,-0.37660779150979,-0.3086949110735983,-0.0615457454896663,0.2954195783503985,0.2400284074096988,,,,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_correct,true_atomic_composite,22,-4.743801856244152,6.359192252497781,-6.055749573533169,-0.306517351821545,-0.3620417519666677,0.0725216654956705,0.2257538840910771,0.3119714478645539,-0.0380037945580456,-0.4099487793563097,-0.3790092488388524,0.1148332574974858,0.3884992625715441,0.3741104009948202,-0.1294997541905147,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_margin,all,24,0.5141841553462049,-0.0001446901199718,1.0744241186766883,0.1012222570809485,-0.0222514444445188,0.3420614204804468,-0.1221915454199481,-0.0205107236954912,-0.2548566518758919,0.0866579780371153,-0.095044233976191,0.4850051351432102,-0.2930244939203326,-0.1953496626135551,-0.5494209261006237,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_margin,atomic,12,0.5428570099174976,-0.0161542457838853,1.1606776030967012,-0.0494727444918153,-0.0706753492740219,-0.1696208382576526,0.1352527297395381,0.1672862709936393,0.2847425889253435,-0.1248011769061171,-0.2674310933702509,0.196116135138184,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_margin,composite,10,0.4029680252075195,-0.0823372945189476,0.9625009348616004,-0.6667810079189725,-0.7470416847981081,-0.3519121986239021,0.7385489458759963,0.8247129895615292,0.3692744729379981,,,,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,mean_logprob_margin,true_atomic_composite,22,0.4792711077765985,-0.0462374497543681,1.0705972993534736,0.1087824982435058,-0.0277622000725613,0.3235146171720928,-0.0221216117576683,0.1106080587883418,-0.25865269132043,0.1915870928196396,-0.009519855543833,0.5467967027989095,-0.2302217852275816,-0.1007220310370669,-0.5323878783387826,,,
