model,fold,mse,n_train,n_test,features,complexity,true_mechanism,replicate
three_factor,0,0.03250548600698123,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,1
three_factor,1,0.05619295293544085,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,1
three_factor,2,0.01785189691747613,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,1
three_factor,3,0.021125933157561897,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,1
three_factor,4,0.03950016696718287,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,1
frequency_only,0,0.02873272418081339,16,4,log_frequency,1,frequency_only,2
frequency_only,1,0.020280152587364153,16,4,log_frequency,1,frequency_only,2
frequency_only,2,0.03874112010249595,16,4,log_frequency,1,frequency_only,2
frequency_only,3,0.02928311792267486,16,4,log_frequency,1,frequency_only,2
frequency_only,4,0.00330224094073131,16,4,log_frequency,1,frequency_only,2
learnability_only,0,1.2077446353012231,16,4,reference_learnability,1,frequency_only,2
learnability_only,1,0.8297500743028015,16,4,reference_learnability,1,frequency_only,2
learnability_only,2,0.5317319604821676,16,4,reference_learnability,1,frequency_only,2
learnability_only,3,0.5421187184847576,16,4,reference_learnability,1,frequency_only,2
learnability_only,4,0.34773491137285023,16,4,reference_learnability,1,frequency_only,2
freq_learn,0,0.0426099188784427,16,4,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,1,0.012420409794830228,16,4,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,2,0.029590574609975582,16,4,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,3,0.020248678185526357,16,4,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,4,0.0054324821819204646,16,4,"log_frequency,reference_learnability",2,frequency_only,2
three_factor,0,0.04459705476796897,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,1,0.014162442744471468,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,2,0.03484993942348819,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,3,0.018958397858417124,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,4,0.00827104647467762,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
frequency_only,0,0.006806616485762264,16,4,log_frequency,1,frequency_only,3
frequency_only,1,0.02892404065400055,16,4,log_frequency,1,frequency_only,3
frequency_only,2,0.029788794290528282,16,4,log_frequency,1,frequency_only,3
frequency_only,3,0.019522877872807223,16,4,log_frequency,1,frequency_only,3
frequency_only,4,0.032875486961005417,16,4,log_frequency,1,frequency_only,3
learnability_only,0,0.75539631930828,16,4,reference_learnability,1,frequency_only,3
learnability_only,1,0.7799693093273427,16,4,reference_learnability,1,frequency_only,3
learnability_only,2,0.6227183082242049,16,4,reference_learnability,1,frequency_only,3
learnability_only,3,0.826438222366535,16,4,reference_learnability,1,frequency_only,3
learnability_only,4,0.6713280836745972,16,4,reference_learnability,1,frequency_only,3
freq_learn,0,0.00731943605872918,16,4,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,1,0.033334560816966306,16,4,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,2,0.03163137100893322,16,4,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,3,0.03047349556627375,16,4,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,4,0.03536053811437619,16,4,"log_frequency,reference_learnability",2,frequency_only,3
three_factor,0,0.003881050718912876,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,1,0.010115110206139023,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,2,0.013198943958021472,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,3,0.02333006299833668,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,4,0.03454968127244326,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
frequency_only,0,0.0416800879451191,16,4,log_frequency,1,frequency_only,4
frequency_only,1,0.05620875372786591,16,4,log_frequency,1,frequency_only,4
frequency_only,2,0.03238192452823865,16,4,log_frequency,1,frequency_only,4
frequency_only,3,0.016343939625626375,16,4,log_frequency,1,frequency_only,4
frequency_only,4,0.08238418152875328,16,4,log_frequency,1,frequency_only,4
learnability_only,0,0.9936013983408104,16,4,reference_learnability,1,frequency_only,4
learnability_only,1,0.8305942072451767,16,4,reference_learnability,1,frequency_only,4
learnability_only,2,0.7279242472246898,16,4,reference_learnability,1,frequency_only,4
learnability_only,3,0.48678334961608294,16,4,reference_learnability,1,frequency_only,4
learnability_only,4,0.7616037993292275,16,4,reference_learnability,1,frequency_only,4
freq_learn,0,0.04180796705387516,16,4,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,1,0.057169248455335685,16,4,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,2,0.034162105050036196,16,4,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,3,0.0163502469832744,16,4,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,4,0.09050246078154525,16,4,"log_frequency,reference_learnability",2,frequency_only,4
three_factor,0,0.02833485539632813,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,1,0.09673734892637287,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,2,0.020637791660256595,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,3,0.011908794300143384,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,4,0.07610060126667974,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
frequency_only,0,0.0893173431305464,16,4,log_frequency,1,frequency_only,5
frequency_only,1,0.023707207015891126,16,4,log_frequency,1,frequency_only,5
frequency_only,2,0.004819412011005872,16,4,log_frequency,1,frequency_only,5
frequency_only,3,0.03315279119732436,16,4,log_frequency,1,frequency_only,5
frequency_only,4,0.03679351974060438,16,4,log_frequency,1,frequency_only,5
learnability_only,0,0.772667796058364,16,4,reference_learnability,1,frequency_only,5
learnability_only,1,0.3645617495954113,16,4,reference_learnability,1,frequency_only,5
learnability_only,2,0.8867410502530236,16,4,reference_learnability,1,frequency_only,5
learnability_only,3,0.7708332515602527,16,4,reference_learnability,1,frequency_only,5
learnability_only,4,1.3483406280325005,16,4,reference_learnability,1,frequency_only,5
freq_learn,0,0.09928097197445396,16,4,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,1,0.0192064260621868,16,4,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,2,0.0021411916829828805,16,4,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,3,0.030972274102454636,16,4,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,4,0.032298831986747635,16,4,"log_frequency,reference_learnability",2,frequency_only,5
three_factor,0,0.09707279753134418,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,1,0.017470305853437583,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,2,0.002078965510261922,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,3,0.03157520392768205,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,4,0.029461887378565373,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
frequency_only,0,0.015348179294440111,16,4,log_frequency,1,frequency_only,6
frequency_only,1,0.07688400697115488,16,4,log_frequency,1,frequency_only,6
frequency_only,2,0.039290732992019385,16,4,log_frequency,1,frequency_only,6
frequency_only,3,0.03702461182589394,16,4,log_frequency,1,frequency_only,6
frequency_only,4,0.017694290374928336,16,4,log_frequency,1,frequency_only,6
learnability_only,0,0.13807275071915254,16,4,reference_learnability,1,frequency_only,6
learnability_only,1,1.3614379932007519,16,4,reference_learnability,1,frequency_only,6
learnability_only,2,0.6227689574959792,16,4,reference_learnability,1,frequency_only,6
learnability_only,3,0.7698581196397201,16,4,reference_learnability,1,frequency_only,6
learnability_only,4,0.6287896941993859,16,4,reference_learnability,1,frequency_only,6
freq_learn,0,0.015246784497191256,16,4,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,1,0.08850298497680464,16,4,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,2,0.04015338878953627,16,4,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,3,0.07341869781352281,16,4,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,4,0.01902859252072635,16,4,"log_frequency,reference_learnability",2,frequency_only,6
three_factor,0,0.01623376661629218,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,1,0.13869978237792177,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,2,0.03850587766600884,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,3,0.07318339323390742,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,4,0.027007049623302862,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
frequency_only,0,0.008168206651104877,16,4,log_frequency,1,frequency_only,7
frequency_only,1,0.009390788108539088,16,4,log_frequency,1,frequency_only,7
frequency_only,2,0.03314886099556899,16,4,log_frequency,1,frequency_only,7
frequency_only,3,0.011392570654063903,16,4,log_frequency,1,frequency_only,7
frequency_only,4,0.013116515115921695,16,4,log_frequency,1,frequency_only,7
learnability_only,0,0.6139405175470707,16,4,reference_learnability,1,frequency_only,7
learnability_only,1,0.6120842754297813,16,4,reference_learnability,1,frequency_only,7
learnability_only,2,0.4755533735481413,16,4,reference_learnability,1,frequency_only,7
learnability_only,3,0.795136151365308,16,4,reference_learnability,1,frequency_only,7
learnability_only,4,0.5536321376132207,16,4,reference_learnability,1,frequency_only,7
freq_learn,0,0.013808547281968597,16,4,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,1,0.008676239880139791,16,4,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,2,0.03501009793398796,16,4,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,3,0.012767514410698524,16,4,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,4,0.016922963352098315,16,4,"log_frequency,reference_learnability",2,frequency_only,7
three_factor,0,0.0160129006897734,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,1,0.008878123000198818,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,2,0.034734344046808946,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,3,0.01767481881288944,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,4,0.016905070377539473,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
frequency_only,0,0.018006089164730628,16,4,log_frequency,1,frequency_only,8
frequency_only,1,0.046792516243958054,16,4,log_frequency,1,frequency_only,8
frequency_only,2,0.01928376684079801,16,4,log_frequency,1,frequency_only,8
frequency_only,3,0.01698268032314049,16,4,log_frequency,1,frequency_only,8
frequency_only,4,0.009565893593674706,16,4,log_frequency,1,frequency_only,8
learnability_only,0,0.49919705269570086,16,4,reference_learnability,1,frequency_only,8
learnability_only,1,1.5510337274309407,16,4,reference_learnability,1,frequency_only,8
learnability_only,2,0.6857479510073732,16,4,reference_learnability,1,frequency_only,8
learnability_only,3,0.2394612687359351,16,4,reference_learnability,1,frequency_only,8
learnability_only,4,1.0083251445219126,16,4,reference_learnability,1,frequency_only,8
freq_learn,0,0.023679124344402783,16,4,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,1,0.04016021887159624,16,4,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,2,0.014481948000603002,16,4,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,3,0.010774683770636746,16,4,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,4,0.011918684671733886,16,4,"log_frequency,reference_learnability",2,frequency_only,8
three_factor,0,0.022565163671427947,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,1,0.039645288166248606,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,2,0.01770790638634519,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,3,0.01754231467919868,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,4,0.00987309021302871,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
frequency_only,0,0.023648731921553215,16,4,log_frequency,1,frequency_only,9
frequency_only,1,0.05780119491288162,16,4,log_frequency,1,frequency_only,9
frequency_only,2,0.00557439254314988,16,4,log_frequency,1,frequency_only,9
frequency_only,3,0.01233445754748939,16,4,log_frequency,1,frequency_only,9
frequency_only,4,0.041785526074951895,16,4,log_frequency,1,frequency_only,9
learnability_only,0,0.7463094952241855,16,4,reference_learnability,1,frequency_only,9
learnability_only,1,0.900083611895712,16,4,reference_learnability,1,frequency_only,9
learnability_only,2,1.81853549506366,16,4,reference_learnability,1,frequency_only,9
learnability_only,3,0.5968496397870275,16,4,reference_learnability,1,frequency_only,9
learnability_only,4,0.4982820244837083,16,4,reference_learnability,1,frequency_only,9
freq_learn,0,0.024456002428687503,16,4,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,1,0.05765018698322645,16,4,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,2,0.0058228153417869705,16,4,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,3,0.01249084966592522,16,4,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,4,0.055541313520208,16,4,"log_frequency,reference_learnability",2,frequency_only,9
three_factor,0,0.0568021344313345,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,1,0.03378423206615783,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,2,0.004832221329537678,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,3,0.008049912521559465,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,4,0.02874649808666771,16,4,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
frequency_only,0,0.37125332198544936,16,4,log_frequency,1,learnability_only,0
frequency_only,1,0.4954616202989128,16,4,log_frequency,1,learnability_only,0
frequency_only,2,0.8707291858981436,16,4,log_frequency,1,learnability_only,0
frequency_only,3,0.3699658712770856,16,4,log_frequency,1,learnability_only,0
frequency_only,4,0.6105376743902812,16,4,log_frequency,1,learnability_only,0
learnability_only,0,0.04413287763618541,16,4,reference_learnability,1,learnability_only,0
learnability_only,1,0.02750312602787137,16,4,reference_learnability,1,learnability_only,0
learnability_only,2,0.0023471426004122776,16,4,reference_learnability,1,learnability_only,0
learnability_only,3,0.019025756099919768,16,4,reference_learnability,1,learnability_only,0
learnability_only,4,0.009225531714121292,16,4,reference_learnability,1,learnability_only,0
freq_learn,0,0.047796127531461216,16,4,"log_frequency,reference_learnability",2,learnability_only,0
freq_learn,1,0.030299498641227492,16,4,"log_frequency,reference_learnability",2,learnability_only,0
freq_learn,2,0.0027886612916599085,16,4,"log_frequency,reference_learnability",2,learnability_only,0
freq_learn,3,0.02001628358561514,16,4,"log_frequency,reference_learnability",2,learnability_only,0
freq_learn,4,0.014169973866429693,16,4,"log_frequency,reference_learnability",2,learnability_only,0
three_factor,0,0.036202392046520405,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,0
three_factor,1,0.021341834415385345,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,0
three_factor,2,0.006465135837619497,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,0
three_factor,3,0.014411763639312439,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,0
three_factor,4,0.011891122976821022,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,0
frequency_only,0,1.0137676685708645,16,4,log_frequency,1,learnability_only,1
frequency_only,1,0.3336461305920959,16,4,log_frequency,1,learnability_only,1
frequency_only,2,0.36066470924420857,16,4,log_frequency,1,learnability_only,1
frequency_only,3,0.21750764790694072,16,4,log_frequency,1,learnability_only,1
frequency_only,4,1.1772260631189373,16,4,log_frequency,1,learnability_only,1
learnability_only,0,0.03925619001904547,16,4,reference_learnability,1,learnability_only,1
learnability_only,1,0.015281228115170842,16,4,reference_learnability,1,learnability_only,1
learnability_only,2,0.012636539058562301,16,4,reference_learnability,1,learnability_only,1
learnability_only,3,0.060766676337382614,16,4,reference_learnability,1,learnability_only,1
learnability_only,4,0.022877432880331023,16,4,reference_learnability,1,learnability_only,1
freq_learn,0,0.033344719110660545,16,4,"log_frequency,reference_learnability",2,learnability_only,1
freq_learn,1,0.02215731301044771,16,4,"log_frequency,reference_learnability",2,learnability_only,1
freq_learn,2,0.014938979133926025,16,4,"log_frequency,reference_learnability",2,learnability_only,1
freq_learn,3,0.055602465651047615,16,4,"log_frequency,reference_learnability",2,learnability_only,1
freq_learn,4,0.030729515784121524,16,4,"log_frequency,reference_learnability",2,learnability_only,1
three_factor,0,0.032963673144688135,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,1
three_factor,1,0.021569256631087625,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,1
three_factor,2,0.0240363663953192,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,1
three_factor,3,0.06531430968193175,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,1
three_factor,4,0.031457915004374615,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,1
frequency_only,0,0.5846966812017919,16,4,log_frequency,1,learnability_only,2
frequency_only,1,0.3288854307252259,16,4,log_frequency,1,learnability_only,2
frequency_only,2,0.6098151378057964,16,4,log_frequency,1,learnability_only,2
frequency_only,3,0.6877856369139113,16,4,log_frequency,1,learnability_only,2
frequency_only,4,0.39882947603432456,16,4,log_frequency,1,learnability_only,2
learnability_only,0,0.0614470858524054,16,4,reference_learnability,1,learnability_only,2
learnability_only,1,0.016780893527951948,16,4,reference_learnability,1,learnability_only,2
learnability_only,2,0.005200738406464274,16,4,reference_learnability,1,learnability_only,2
learnability_only,3,0.027247452976595574,16,4,reference_learnability,1,learnability_only,2
learnability_only,4,0.005341977491378256,16,4,reference_learnability,1,learnability_only,2
freq_learn,0,0.06327250278096971,16,4,"log_frequency,reference_learnability",2,learnability_only,2
freq_learn,1,0.016757362482479148,16,4,"log_frequency,reference_learnability",2,learnability_only,2
freq_learn,2,0.005221085969102365,16,4,"log_frequency,reference_learnability",2,learnability_only,2
freq_learn,3,0.03135180239256967,16,4,"log_frequency,reference_learnability",2,learnability_only,2
freq_learn,4,0.009340905902925753,16,4,"log_frequency,reference_learnability",2,learnability_only,2
three_factor,0,0.06280119879266248,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,2
three_factor,1,0.016599794635374622,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,2
three_factor,2,0.0057085720182460655,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,2
three_factor,3,0.031174585130514573,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,2
three_factor,4,0.00877539352566633,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,2
frequency_only,0,0.3635019895015386,16,4,log_frequency,1,learnability_only,3
frequency_only,1,0.2552632300642304,16,4,log_frequency,1,learnability_only,3
frequency_only,2,0.4543246468091999,16,4,log_frequency,1,learnability_only,3
frequency_only,3,0.8892293511246795,16,4,log_frequency,1,learnability_only,3
frequency_only,4,0.3749144192056504,16,4,log_frequency,1,learnability_only,3
learnability_only,0,0.040589921743459226,16,4,reference_learnability,1,learnability_only,3
learnability_only,1,0.018510615177269724,16,4,reference_learnability,1,learnability_only,3
learnability_only,2,0.007843411859971748,16,4,reference_learnability,1,learnability_only,3
learnability_only,3,0.028550735410043247,16,4,reference_learnability,1,learnability_only,3
learnability_only,4,0.08067213092480993,16,4,reference_learnability,1,learnability_only,3
freq_learn,0,0.037939578881493075,16,4,"log_frequency,reference_learnability",2,learnability_only,3
freq_learn,1,0.015515144462800475,16,4,"log_frequency,reference_learnability",2,learnability_only,3
freq_learn,2,0.013617609099174026,16,4,"log_frequency,reference_learnability",2,learnability_only,3
freq_learn,3,0.03676264745854261,16,4,"log_frequency,reference_learnability",2,learnability_only,3
freq_learn,4,0.07741647266924158,16,4,"log_frequency,reference_learnability",2,learnability_only,3
three_factor,0,0.04752714480916307,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,3
three_factor,1,0.020154936509845765,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,3
three_factor,2,0.013174288874989646,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,3
three_factor,3,0.04016055873084191,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,3
three_factor,4,0.11009543181978197,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,3
frequency_only,0,0.24715620635329927,16,4,log_frequency,1,learnability_only,4
frequency_only,1,0.9755233441890329,16,4,log_frequency,1,learnability_only,4
frequency_only,2,0.3001738420316532,16,4,log_frequency,1,learnability_only,4
frequency_only,3,0.611613730181509,16,4,log_frequency,1,learnability_only,4
frequency_only,4,0.33503352881287923,16,4,log_frequency,1,learnability_only,4
learnability_only,0,0.06862942931992588,16,4,reference_learnability,1,learnability_only,4
learnability_only,1,0.017058900328413364,16,4,reference_learnability,1,learnability_only,4
learnability_only,2,0.003049781727297294,16,4,reference_learnability,1,learnability_only,4
learnability_only,3,0.0351563394015315,16,4,reference_learnability,1,learnability_only,4
learnability_only,4,0.031250640921343664,16,4,reference_learnability,1,learnability_only,4
freq_learn,0,0.059888187768089136,16,4,"log_frequency,reference_learnability",2,learnability_only,4
freq_learn,1,0.021264251074968325,16,4,"log_frequency,reference_learnability",2,learnability_only,4
freq_learn,2,0.009242057188127114,16,4,"log_frequency,reference_learnability",2,learnability_only,4
freq_learn,3,0.057029616226409945,16,4,"log_frequency,reference_learnability",2,learnability_only,4
freq_learn,4,0.022454677863419766,16,4,"log_frequency,reference_learnability",2,learnability_only,4
three_factor,0,0.06418364008276951,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,4
three_factor,1,0.02408785468295041,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,4
three_factor,2,0.009109036142902342,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,4
three_factor,3,0.06643527605595176,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,4
three_factor,4,0.022557580848453242,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,4
frequency_only,0,0.6114998333876474,16,4,log_frequency,1,learnability_only,5
frequency_only,1,0.5017354170525324,16,4,log_frequency,1,learnability_only,5
frequency_only,2,0.2810065810428938,16,4,log_frequency,1,learnability_only,5
frequency_only,3,0.3906310098251728,16,4,log_frequency,1,learnability_only,5
frequency_only,4,0.3986923889375481,16,4,log_frequency,1,learnability_only,5
learnability_only,0,0.06491156167267643,16,4,reference_learnability,1,learnability_only,5
learnability_only,1,0.03936572556157206,16,4,reference_learnability,1,learnability_only,5
learnability_only,2,0.044494330706216875,16,4,reference_learnability,1,learnability_only,5
learnability_only,3,0.048230874370032234,16,4,reference_learnability,1,learnability_only,5
learnability_only,4,0.013028544199163628,16,4,reference_learnability,1,learnability_only,5
freq_learn,0,0.06623558165890651,16,4,"log_frequency,reference_learnability",2,learnability_only,5
freq_learn,1,0.0359065006770964,16,4,"log_frequency,reference_learnability",2,learnability_only,5
freq_learn,2,0.15057284871555732,16,4,"log_frequency,reference_learnability",2,learnability_only,5
freq_learn,3,0.0461212528407612,16,4,"log_frequency,reference_learnability",2,learnability_only,5
freq_learn,4,0.013387086781097929,16,4,"log_frequency,reference_learnability",2,learnability_only,5
three_factor,0,0.04574578924739499,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,5
three_factor,1,0.030817717027503747,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,5
three_factor,2,0.09993421406351638,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,5
three_factor,3,0.03767288533630523,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,5
three_factor,4,0.01613011848235226,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,5
frequency_only,0,0.59788288379321,16,4,log_frequency,1,learnability_only,6
frequency_only,1,0.8119061687019928,16,4,log_frequency,1,learnability_only,6
frequency_only,2,0.2280539324732177,16,4,log_frequency,1,learnability_only,6
frequency_only,3,0.47586251166901694,16,4,log_frequency,1,learnability_only,6
frequency_only,4,0.3088692720477792,16,4,log_frequency,1,learnability_only,6
learnability_only,0,0.004718316914280845,16,4,reference_learnability,1,learnability_only,6
learnability_only,1,0.0316940535538896,16,4,reference_learnability,1,learnability_only,6
learnability_only,2,0.013326132023044326,16,4,reference_learnability,1,learnability_only,6
learnability_only,3,0.002602028606676549,16,4,reference_learnability,1,learnability_only,6
