dependency_signal,mean_composite_residual,median_composite_residual,frac_positive_composite_residual,true_mechanism,replicate
no_positive_residual,-0.022535702013297465,-0.07457200918591944,0.375,three_factor,3
no_positive_residual,-0.2560014224107179,-0.1947092963785817,0.125,three_factor,4
no_positive_residual,-0.18044253850879644,-0.18850804742248606,0.125,three_factor,5
no_positive_residual,-0.17135357846545385,-0.22331898589437582,0.125,three_factor,6
positive_residual,0.10736164427929795,0.07897451299928893,0.625,three_factor,7
positive_residual,0.10251244872223553,0.155876683899824,0.75,three_factor,8
no_positive_residual,-0.1382920008642774,-0.09073234274066255,0.25,three_factor,9
positive_residual,0.23098920893463748,0.2581222723543535,0.875,three_factor,10
no_positive_residual,-0.19043891382470512,-0.2349333360069732,0.125,three_factor,11
no_positive_residual,-0.03104981150707875,-0.006487087726923413,0.375,three_factor,12
no_positive_residual,-0.09585306249734704,-0.08399288577565933,0.25,three_factor,13
no_positive_residual,-0.11021034304414945,-0.10995482096904485,0.25,three_factor,14
no_positive_residual,-0.10730140852036829,-0.12891146434977152,0.25,three_factor,15
no_positive_residual,-0.0025255416784535356,-0.017883603373640256,0.375,three_factor,16
positive_residual,0.008408975845625832,0.017061842930042204,0.5,three_factor,17
positive_residual,0.11314606265325389,0.07996171051837919,0.875,three_factor,18
no_positive_residual,-0.0007123112839961809,-0.003580242325300631,0.5,three_factor,19
no_positive_residual,-0.06781935455672228,-0.05625979301070316,0.375,three_factor,20
positive_residual,0.01945100405882738,0.023914322829691415,0.625,three_factor,21
no_positive_residual,-0.12997898350512882,-0.07549642042498128,0.125,three_factor,22
no_positive_residual,-0.13707832764994188,-0.12279004272836769,0.25,three_factor,23
no_positive_residual,-0.17618261798007273,-0.1722652617989855,0.25,three_factor,24
positive_residual,0.13229671471719384,0.20368999701396184,0.625,three_factor,25
positive_residual,0.01079261603200421,-0.06639657830009149,0.375,three_factor,26
positive_residual,0.00030233397861056943,-0.09152793386053482,0.375,three_factor,27
positive_residual,0.08602797705420095,0.1390591910458081,0.75,three_factor,28
no_positive_residual,-0.1013038032853959,-0.10462212997684617,0.375,three_factor,29
positive_residual,1.844224861355166,2.2108185420950495,0.875,dependency_gated,0
positive_residual,1.8450747211655463,2.3721639404018244,1.0,dependency_gated,1
positive_residual,2.10908682697806,2.437005143104627,1.0,dependency_gated,2
positive_residual,1.8142705810979256,2.1149631537278353,1.0,dependency_gated,3
positive_residual,2.3631737250361766,2.6286291847539562,1.0,dependency_gated,4
positive_residual,2.087960867728756,2.544867008293151,1.0,dependency_gated,5
positive_residual,2.0829206197730263,2.484446546445769,1.0,dependency_gated,6
positive_residual,1.9413974706794643,2.166266448046776,1.0,dependency_gated,7
positive_residual,2.131823227059635,2.415316823933037,1.0,dependency_gated,8
positive_residual,2.050834616378732,2.415075542583754,0.875,dependency_gated,9
positive_residual,2.003239617123419,2.3175245854863373,1.0,dependency_gated,10
positive_residual,2.157306607942634,2.5921387516019507,0.875,dependency_gated,11
positive_residual,2.1462039990633994,2.526663222162915,1.0,dependency_gated,12
positive_residual,1.7902456982109962,2.2732392271955177,0.875,dependency_gated,13
positive_residual,2.145786107641932,2.6387014514424942,0.875,dependency_gated,14
positive_residual,1.9285890572450017,2.365759806150609,0.875,dependency_gated,15
positive_residual,1.9543076876804877,2.439528225715387,0.875,dependency_gated,16
positive_residual,1.8049553347558613,2.230389747873125,0.875,dependency_gated,17
positive_residual,2.056473004851405,2.3267856365197144,1.0,dependency_gated,18
positive_residual,1.5395397959761379,1.8542970125673222,0.875,dependency_gated,19
positive_residual,1.7627687249541055,2.21562998071583,0.875,dependency_gated,20
positive_residual,2.0124481170577333,2.3574056905285925,1.0,dependency_gated,21
positive_residual,2.2687363741760764,2.587232276824863,1.0,dependency_gated,22
positive_residual,1.886521495517795,2.2496328115974915,1.0,dependency_gated,23
positive_residual,1.8259381752195694,2.2153881350922573,1.0,dependency_gated,24
positive_residual,2.11904813212133,2.420160950677605,1.0,dependency_gated,25
positive_residual,1.9541735485005973,2.31295144636149,1.0,dependency_gated,26
positive_residual,1.9353896719764732,2.4605794461448296,0.875,dependency_gated,27
positive_residual,2.131661449983734,2.480928370370112,1.0,dependency_gated,28
positive_residual,2.331149096977602,2.81636739632816,0.875,dependency_gated,29
