condition,seed,n,acquisition_rate,time_spearman_frequency,time_sign_ok_frequency,time_spearman_reference_learnability,time_sign_ok_reference_learnability,time_spearman_formal_utility,time_sign_ok_formal_utility
batch_small,6,25,0.84,-0.04293604099156634,True,0.4292714187875004,True,-0.22977406008015136,True
batch_small,7,25,0.8,-0.046937285627272375,True,0.465923012365421,True,-0.1717596076925427,True
batch_small,8,25,0.84,-0.003352942048931747,True,0.42830685269548857,True,-0.22609344424138594,True
batch_small,9,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_high,0,25,0.84,-0.0400772744796517,True,0.42868490421848554,True,-0.20827454668919676,True
lr_high,1,25,0.84,-0.04293604099156634,True,0.4292714187875004,True,-0.22977406008015136,True
lr_high,2,25,0.8,-0.08721341277939837,True,0.47251728655958747,True,-0.21035350731618227,True
lr_high,3,25,0.84,0.010912315478727804,False,0.45523004842347187,True,-0.27057436959695247,True
lr_high,4,25,0.8,-0.08247559001714408,True,0.46590655919202634,True,-0.19544732777658447,True
lr_high,5,25,0.84,-0.013669802347364582,True,0.44941838337134543,True,-0.27807915738169897,True
lr_high,6,25,0.84,-0.062143197451774976,True,0.41428367464632404,True,-0.24308270603488735,True
lr_high,7,25,0.92,-0.06017276285529948,True,0.32504024042376173,True,-0.3313519491292142,True
lr_high,8,25,0.92,0.013258405374896495,False,0.32504024042376173,True,-0.3313519491292142,True
lr_high,9,25,0.68,-0.002767546517312798,True,0.7522827813507916,True,-0.17810641755185116,True
lr_low,0,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,1,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,2,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,3,25,0.64,-0.023431167445160245,True,0.7190692894712184,True,-0.026924321604288058,True
lr_low,4,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,5,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,6,25,0.64,-0.10781433867501863,True,0.6974358974358973,True,-0.14028433494567716,True
lr_low,7,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
lr_low,8,25,0.64,0.004720343200308506,False,0.6412400573800822,True,-0.010848118319769994,True
lr_low,9,25,0.64,0.044394139454419446,False,0.7743589743589742,True,-0.2687264857725634,True
wd_zero,0,25,0.68,-0.03874565124237917,True,0.6548784785579089,True,-0.17810641755185116,True
wd_zero,1,25,0.84,-0.054216890754106066,True,0.4275930552470683,True,-0.2235883961700811,True
wd_zero,2,25,0.64,-0.09598031173960628,True,0.6666860914031012,True,-0.02079222677955915,True
wd_zero,3,25,0.8,-0.1067331164927747,True,0.45145325352366056,True,-0.18026695280364588,True
wd_zero,4,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
wd_zero,5,25,0.64,-0.19510751894608488,True,0.5903479893340439,True,0.06870474935854329,False
wd_zero,6,25,0.8,-0.08671464632835067,True,0.465923012365421,True,-0.1418883715721005,True
wd_zero,7,25,0.8,-0.040710210872395174,True,0.48092882153537636,True,-0.21355280495773488,True
wd_zero,8,25,0.84,-0.11108712484292024,True,0.41481772452199367,True,-0.19333606395254435,True
wd_zero,9,25,0.64,-0.15347286916138453,True,0.7526023228839095,True,-0.1507532328569722,True
