condition,task_name,n,acquisition_rate,mean_residual_log_time,median_residual_log_time,mean_residual_time,positive_residual_rate,mean_observed_time,mean_predicted_time
lr_low,C02_copy_then_substitute_04_07,10,0.6,4.366931936860816,4.408626796892147,203498.6918182224,1.0,206054.4,2555.7081817776298
lr_low,C03_reverse_then_substitute_06_01,10,1.0,2.011415520068708,2.0028194799079158,16567.49181822237,1.0,19123.2,2555.7081817776298
lr_low,C04_substitute_then_reverse_03_07,10,1.0,2.0044200437027624,2.0028194799079158,16439.49181822237,1.0,18995.2,2555.7081817776298
lr_low,C05_copy_then_substitute_07_06,10,1.0,2.0044200437027624,2.0028194799079158,16439.49181822237,1.0,18995.2,2555.7081817776298
lr_low,C06_reverse_then_substitute_01_05,10,0.0,4.583192251178369,4.58319225117837,247556.2918182224,1.0,250112.0,2555.7081817776298
lr_low,C07_substitute_then_reverse_07_03,10,1.0,2.019211278332077,2.0028194799079158,16721.091818222372,1.0,19276.8,2555.7081817776298
wd_zero,C00_reverse_then_substitute_02_05,10,0.0,4.866227678616641,4.866227678616642,248186.53804406867,1.0,250112.0,1925.4619559312862
wd_zero,C01_substitute_then_reverse_01_03,10,1.0,1.928562962235811,1.9521026420394403,11335.338044068714,1.0,13260.8,1925.4619559312862
wd_zero,C02_copy_then_substitute_04_07,10,1.0,4.294800690676399,4.239412099465236,141920.9380440687,1.0,143846.4,1925.4619559312862
wd_zero,C03_reverse_then_substitute_06_01,10,1.0,1.928562962235811,1.9521026420394403,11335.338044068714,1.0,13260.8,1925.4619559312862
wd_zero,C04_substitute_then_reverse_03_07,10,1.0,1.928562962235811,1.9521026420394403,11335.338044068714,1.0,13260.8,1925.4619559312862
wd_zero,C05_copy_then_substitute_07_06,10,1.0,1.928562962235811,1.9521026420394403,11335.338044068714,1.0,13260.8,1925.4619559312862
wd_zero,C06_reverse_then_substitute_01_05,10,0.0,4.866227678616641,4.866227678616642,248186.53804406867,1.0,250112.0,1925.4619559312862
wd_zero,C07_substitute_then_reverse_07_03,10,1.0,1.9364095221703543,1.9521026420394403,11437.738044068714,1.0,13363.2,1925.4619559312862
