condition,seed,target_task,source_role,source_task,grad_cosine,linear_cka
delay_component,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.2854102022312556,0.0783881768584251
delay_component,3,C05_and_07_05,control,S02_surface_xor_8_39,-0.088046418916944,0.2149197608232498
delay_component,4,C05_and_07_05,component,A07_bit_10,0.669967677732687,0.4296330213546753
delay_component,4,C05_and_07_05,control,U03_and_bits_37_42,0.2031882115182429,0.3611420392990112
delay_component,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.5099637972294665,0.1313479542732238
delay_component,4,C05_and_07_05,control,S02_surface_xor_8_39,0.4313076648083753,0.2740110158920288
delay_unrelated_matched,0,C05_and_07_05,component,A07_bit_10,0.4383500492299394,0.4779002666473388
delay_unrelated_matched,0,C05_and_07_05,control,U03_and_bits_37_42,0.1939065356768582,0.209377184510231
delay_unrelated_matched,0,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.1946558207597814,0.0952111035585403
delay_unrelated_matched,0,C05_and_07_05,control,S02_surface_xor_8_39,-0.2388794599679434,0.1924205273389816
delay_unrelated_matched,1,C05_and_07_05,component,A07_bit_10,0.74902915356489,0.5214316844940186
delay_unrelated_matched,1,C05_and_07_05,control,U03_and_bits_37_42,0.3339264970510049,0.2484897524118423
delay_unrelated_matched,1,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3809688871347617,0.0669450759887695
delay_unrelated_matched,1,C05_and_07_05,control,S02_surface_xor_8_39,-0.0122400862089949,0.1969614624977111
delay_unrelated_matched,2,C05_and_07_05,component,A07_bit_10,0.7396574826484373,0.4865167140960693
delay_unrelated_matched,2,C05_and_07_05,control,U03_and_bits_37_42,-0.2690229748390593,0.2338073402643203
delay_unrelated_matched,2,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.4123041798544068,0.065642811357975
delay_unrelated_matched,2,C05_and_07_05,control,S02_surface_xor_8_39,0.0993285078513732,0.1425706446170807
delay_unrelated_matched,3,C05_and_07_05,component,A07_bit_10,0.2603507752736924,0.4662579298019409
delay_unrelated_matched,3,C05_and_07_05,control,U03_and_bits_37_42,0.2090444475661452,0.186258777976036
delay_unrelated_matched,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.0397057909926742,0.0616474710404872
delay_unrelated_matched,3,C05_and_07_05,control,S02_surface_xor_8_39,0.037979504922031,0.1820304542779922
delay_unrelated_matched,4,C05_and_07_05,component,A07_bit_10,0.6769062178053706,0.4441555142402649
delay_unrelated_matched,4,C05_and_07_05,control,U03_and_bits_37_42,0.4529586418207483,0.1954245716333389
delay_unrelated_matched,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.5695908377522186,0.0842200219631195
delay_unrelated_matched,4,C05_and_07_05,control,S02_surface_xor_8_39,0.4636390969553364,0.1686787754297256
upweight_component,0,C05_and_07_05,component,A07_bit_10,0.7354171905661135,0.6657535433769226
upweight_component,0,C05_and_07_05,control,U03_and_bits_37_42,0.5103519945459912,0.2994047999382019
upweight_component,0,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3116823581925673,0.1090193018317222
upweight_component,0,C05_and_07_05,control,S02_surface_xor_8_39,-0.0725103151752044,0.1784149557352066
upweight_component,1,C05_and_07_05,component,A07_bit_10,0.7068211131356286,0.5761823654174805
upweight_component,1,C05_and_07_05,control,U03_and_bits_37_42,0.5275157369655586,0.246917188167572
upweight_component,1,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.5760333598532145,0.1209201961755752
upweight_component,1,C05_and_07_05,control,S02_surface_xor_8_39,0.525630491599418,0.2537005841732025
upweight_component,2,C05_and_07_05,component,A07_bit_10,0.3947571534609458,0.6518124341964722
upweight_component,2,C05_and_07_05,control,U03_and_bits_37_42,-0.0204211544111831,0.2324894070625305
upweight_component,2,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3099875023324193,0.0927406921982765
upweight_component,2,C05_and_07_05,control,S02_surface_xor_8_39,-0.0076472420435717,0.4423082768917084
upweight_component,3,C05_and_07_05,component,A07_bit_10,0.4425994492508461,0.5682277679443359
upweight_component,3,C05_and_07_05,control,U03_and_bits_37_42,0.0810038179850894,0.2010107785463333
upweight_component,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.0163224592444001,0.0679914578795433
upweight_component,3,C05_and_07_05,control,S02_surface_xor_8_39,0.1471312991000776,0.1555136740207672
upweight_component,4,C05_and_07_05,component,A07_bit_10,0.5697335947010976,0.6636335253715515
upweight_component,4,C05_and_07_05,control,U03_and_bits_37_42,0.3429174813913553,0.233423501253128
upweight_component,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3475326026067472,0.1112880483269691
upweight_component,4,C05_and_07_05,control,S02_surface_xor_8_39,0.3188828362610219,0.3559619486331939
upweight_fake_component,0,C05_and_07_05,component,A07_bit_10,0.6994195609384829,0.4633997678756714
upweight_fake_component,0,C05_and_07_05,control,U03_and_bits_37_42,0.2336036994998881,0.4336849749088287
upweight_fake_component,0,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.5144682646949016,0.0662762373685836
upweight_fake_component,0,C05_and_07_05,control,S02_surface_xor_8_39,-0.4731894046715987,0.2798484861850738
upweight_fake_component,1,C05_and_07_05,component,A07_bit_10,0.461090534639813,0.4585732221603393
upweight_fake_component,1,C05_and_07_05,control,U03_and_bits_37_42,0.436788069503434,0.3807709515094757
upweight_fake_component,1,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.4829293107905285,0.0967742875218391
upweight_fake_component,1,C05_and_07_05,control,S02_surface_xor_8_39,0.4619308554122693,0.3935338854789734
upweight_fake_component,2,C05_and_07_05,component,A07_bit_10,0.2905059133358102,0.5104616284370422
upweight_fake_component,2,C05_and_07_05,control,U03_and_bits_37_42,-0.2383335725324899,0.1281033009290695
upweight_fake_component,2,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.0961038382956429,0.0300945118069648
upweight_fake_component,2,C05_and_07_05,control,S02_surface_xor_8_39,0.0508926511069763,0.1461398154497146
upweight_fake_component,3,C05_and_07_05,component,A07_bit_10,0.6725483814247035,0.3972796499729156
upweight_fake_component,3,C05_and_07_05,control,U03_and_bits_37_42,0.3567903793394144,0.1785973608493805
upweight_fake_component,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3959171226396613,0.0401997193694114
upweight_fake_component,3,C05_and_07_05,control,S02_surface_xor_8_39,0.33479295045637,0.2148232907056808
upweight_fake_component,4,C05_and_07_05,component,A07_bit_10,0.4051940146006635,0.4520009756088257
upweight_fake_component,4,C05_and_07_05,control,U03_and_bits_37_42,-0.0679973766085824,0.3020982444286346
upweight_fake_component,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.1277223985392002,0.1231514140963554
upweight_fake_component,4,C05_and_07_05,control,S02_surface_xor_8_39,0.0965006396618249,0.2871898412704468
upweight_surface_control,0,C05_and_07_05,component,A07_bit_10,0.7007351984486269,0.4942989349365234
upweight_surface_control,0,C05_and_07_05,control,U03_and_bits_37_42,0.0118417769798299,0.3373263478279114
upweight_surface_control,0,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.2945661818692259,0.1064205467700958
upweight_surface_control,0,C05_and_07_05,control,S02_surface_xor_8_39,0.1872551368398432,0.1980717778205871
upweight_surface_control,1,C05_and_07_05,component,A07_bit_10,0.4210835392226087,0.5109277367591858
upweight_surface_control,1,C05_and_07_05,control,U03_and_bits_37_42,-0.0501410076206553,0.3895332515239715
upweight_surface_control,1,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.2173540891908351,0.1787095516920089
upweight_surface_control,1,C05_and_07_05,control,S02_surface_xor_8_39,0.4829439195192957,0.3020972311496734
upweight_surface_control,2,C05_and_07_05,component,A07_bit_10,0.475093565352577,0.4744887948036194
upweight_surface_control,2,C05_and_07_05,control,U03_and_bits_37_42,0.1141650373576856,0.1993982940912246
upweight_surface_control,2,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.046688844626494,0.0798022672533989
upweight_surface_control,2,C05_and_07_05,control,S02_surface_xor_8_39,0.1883059713215712,0.1399619281291961
upweight_surface_control,3,C05_and_07_05,component,A07_bit_10,-0.2477425480137698,0.4335474669933319
upweight_surface_control,3,C05_and_07_05,control,U03_and_bits_37_42,0.3360769102161975,0.2981771230697632
upweight_surface_control,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.3136851114508108,0.0790017172694206
upweight_surface_control,3,C05_and_07_05,control,S02_surface_xor_8_39,0.409686696999324,0.2161853462457656
upweight_surface_control,4,C05_and_07_05,component,A07_bit_10,0.7212606452401742,0.4325082004070282
upweight_surface_control,4,C05_and_07_05,control,U03_and_bits_37_42,0.2300620711068514,0.1906440407037735
upweight_surface_control,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.2162969594436556,0.093972697854042
upweight_surface_control,4,C05_and_07_05,control,S02_surface_xor_8_39,0.4447389065434559,0.2568968534469604
upweight_unrelated_matched,0,C05_and_07_05,component,A07_bit_10,0.3076758426849147,0.4736023843288421
upweight_unrelated_matched,0,C05_and_07_05,control,U03_and_bits_37_42,0.0253229771740022,0.1180120632052421
upweight_unrelated_matched,0,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.3071232913382748,0.1175463274121284
upweight_unrelated_matched,0,C05_and_07_05,control,S02_surface_xor_8_39,0.1113266905120501,0.1188657134771347
upweight_unrelated_matched,1,C05_and_07_05,component,A07_bit_10,0.5280248783231812,0.4941964149475097
upweight_unrelated_matched,1,C05_and_07_05,control,U03_and_bits_37_42,0.0840572155025683,0.1633341908454895
upweight_unrelated_matched,1,C05_and_07_05,control,K01_shortcut_for_02_bit46,-0.1927553473441494,0.1125574558973312
upweight_unrelated_matched,1,C05_and_07_05,control,S02_surface_xor_8_39,0.2950416991112769,0.2363643646240234
upweight_unrelated_matched,2,C05_and_07_05,component,A07_bit_10,0.6600580014021484,0.4873796105384826
upweight_unrelated_matched,2,C05_and_07_05,control,U03_and_bits_37_42,-0.2878998450505518,0.089023619890213
upweight_unrelated_matched,2,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.3788197472159151,0.1217548325657844
upweight_unrelated_matched,2,C05_and_07_05,control,S02_surface_xor_8_39,0.1351608500254938,0.241076186299324
upweight_unrelated_matched,3,C05_and_07_05,component,A07_bit_10,0.5561609343574591,0.4554374516010284
upweight_unrelated_matched,3,C05_and_07_05,control,U03_and_bits_37_42,0.3717064776650228,0.0863091573119163
upweight_unrelated_matched,3,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.289396256802,0.0513711459934711
upweight_unrelated_matched,3,C05_and_07_05,control,S02_surface_xor_8_39,0.3442483416478733,0.1064989864826202
upweight_unrelated_matched,4,C05_and_07_05,component,A07_bit_10,0.6852244816341819,0.4687540829181671
upweight_unrelated_matched,4,C05_and_07_05,control,U03_and_bits_37_42,0.4360219126952145,0.0774755328893661
upweight_unrelated_matched,4,C05_and_07_05,control,K01_shortcut_for_02_bit46,0.4044492324765704,0.0748081803321838
upweight_unrelated_matched,4,C05_and_07_05,control,S02_surface_xor_8_39,0.3635823519719475,0.1804359853267669
baseline,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.9073060403375502,0.2600139031807581
baseline,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.20559451175029977,0.30393998324871063
baseline,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.3358947238281164,0.3905995438496272
baseline,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5509719050313906,0.2726284538706144
baseline,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.21130268543570468,0.16971808920303982
corrupt_component,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5926025186160881,0.007795895139376285
corrupt_component,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.17832757964626073,-0.01617143054803205
corrupt_component,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.049220285502316274,-0.014221765100956019
corrupt_component,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.400782537916442,0.1745364814996719
corrupt_component,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,-0.05856139234147162,0.00915282716353738
corrupt_unrelated_matched,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.30144318270764975,0.30261806646982836
corrupt_unrelated_matched,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.40936294129198436,0.36921004951000225
corrupt_unrelated_matched,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.23672278421520743,0.3664109235008558
corrupt_unrelated_matched,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5851843111556354,0.28113335495193803
corrupt_unrelated_matched,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.8470707327723672,0.2763844951987266
delay_component,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5095331892398463,0.2014192193746567
delay_component,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.49217982529293813,0.21976170192162195
delay_component,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.32589999289793764,0.3785035386681557
delay_component,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.2839642761690186,0.2471825803319613
delay_component,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.28848111988065867,0.17413268486658734
delay_unrelated_matched,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5182262975802283,0.3122306615114212
delay_unrelated_matched,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.514810720905966,0.3506329208612443
delay_unrelated_matched,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.6587875783595304,0.33917644868294394
delay_unrelated_matched,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.1912447214418584,0.3229456953704358
delay_unrelated_matched,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.1815100256292696,0.29471439123153687
upweight_component,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.48557584471166215,0.4701405242085457
upweight_component,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.1637612503295648,0.3690030425786972
upweight_component,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.30078411816839096,0.3959663088123004
upweight_component,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.36111359047432373,0.42672246446212136
upweight_component,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.2332892879480562,0.43007569263378786
upweight_fake_component,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.6077920410974192,0.2034632017215094
upweight_fake_component,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.0005411227377357664,0.1682135139902432
upweight_fake_component,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.3850208332428624,0.40901575237512594
upweight_fake_component,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.3100482306128883,0.2527395263314247
upweight_fake_component,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.35311879406984925,0.2145211423436801
upweight_surface_control,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.7325582877984778,0.2803593774636586
upweight_surface_control,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.20436453885945022,0.22081439197063452
upweight_surface_control,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.3587069475839934,0.33476796497901284
upweight_surface_control,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,-0.39176871326867335,0.23575940479834878
upweight_surface_control,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.42422799954218654,0.25200366973876953
upweight_unrelated_matched,0,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.3645003839023222,0.3554610162973404
upweight_unrelated_matched,1,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.4659103558999493,0.3234444111585617
upweight_unrelated_matched,2,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.5846977506718627,0.33676139762004215
upweight_unrelated_matched,3,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.221043908985827,0.37404435500502586
upweight_unrelated_matched,4,C05_and_07_05,component_minus_controls,component_minus_mean_controls,0.28387331591960446,0.35784751673539483
