condition,seed,task_name,kind,auc_balanced_accuracy
baseline,3,P28_parity_d3_19_24_30,atomic,0.49866162176035916
baseline,3,P29_parity_d1_17,atomic,0.8903116219335768
baseline,3,P30_parity_d1_18,atomic,0.9115118291324334
baseline,3,P31_parity_d2_7_37,atomic,0.5026468567755965
baseline,3,P32_parity_d3_1_16_37,atomic,0.49781672003493216
baseline,3,P33_parity_d1_39,atomic,0.9813551588809478
baseline,3,P34_parity_d1_24,atomic,0.9889501639572235
baseline,3,P35_parity_d2_0_37,atomic,0.5035980766740515
baseline,4,P00_parity_d2_15_29,atomic,0.5014159631719498
baseline,4,P01_parity_d2_32_38,atomic,0.5030872030574802
baseline,4,P02_parity_d1_15,atomic,0.8688444602898987
baseline,4,P03_parity_d3_26_37_39,atomic,0.5005283244694289
baseline,4,P04_parity_d1_28,atomic,0.96684512875101
baseline,4,P05_parity_d1_35,atomic,0.8919390740088485
baseline,4,P06_parity_d3_5_22_28,atomic,0.49880518767203563
baseline,4,P07_parity_d3_12_14_16,atomic,0.49858347329388764
baseline,4,P08_parity_d3_2_33_37,atomic,0.4998132166680413
baseline,4,P09_parity_d2_22_26,atomic,0.5012933782008884
baseline,4,P10_parity_d1_12,atomic,0.856164755500346
baseline,4,P11_parity_d1_23,atomic,0.8664151306617757
baseline,4,P12_parity_d2_13_19,atomic,0.5215817726307144
baseline,4,P13_parity_d2_13_15,atomic,0.5592595646818282
baseline,4,P14_parity_d1_10,atomic,0.9404747261816613
baseline,4,P15_parity_d1_9,atomic,0.8445995675281697
baseline,4,P16_parity_d3_1_24_27,atomic,0.500788636696134
baseline,4,P17_parity_d2_16_32,atomic,0.5034295838870863
baseline,4,P18_parity_d3_9_12_31,atomic,0.501565150250614
baseline,4,P19_parity_d2_2_26,atomic,0.5047250564429051
baseline,4,P20_parity_d3_5_21_34,atomic,0.5003934062105468
baseline,4,P21_parity_d1_31,atomic,0.9216885334676743
baseline,4,P22_parity_d3_8_26_30,atomic,0.49864623310881356
baseline,4,P23_parity_d2_15_39,atomic,0.7797992396699369
baseline,4,P24_parity_d2_3_36,atomic,0.517927529263985
baseline,4,P25_parity_d3_11_22_35,atomic,0.5015691528801006
baseline,4,P26_parity_d3_7_30_33,atomic,0.5012791346741148
baseline,4,P27_parity_d2_14_25,atomic,0.5019205835072105
baseline,4,P28_parity_d3_19_24_30,atomic,0.4988953955718317
baseline,4,P29_parity_d1_17,atomic,0.8929740231333562
baseline,4,P30_parity_d1_18,atomic,0.8909948862004289
baseline,4,P31_parity_d2_7_37,atomic,0.5019027683037899
baseline,4,P32_parity_d3_1_16_37,atomic,0.5021081784907325
baseline,4,P33_parity_d1_39,atomic,0.9799331535960327
baseline,4,P34_parity_d1_24,atomic,0.989329929722372
baseline,4,P35_parity_d2_0_37,atomic,0.4988498409791538
baseline,5,P00_parity_d2_15_29,atomic,0.5216206425784298
baseline,5,P01_parity_d2_32_38,atomic,0.5674955295205948
baseline,5,P02_parity_d1_15,atomic,0.8731534248894746
baseline,5,P03_parity_d3_26_37_39,atomic,0.5002197706927052
baseline,5,P04_parity_d1_28,atomic,0.9597202978242749
baseline,5,P05_parity_d1_35,atomic,0.886278071123325
baseline,5,P06_parity_d3_5_22_28,atomic,0.5025157063921576
baseline,5,P07_parity_d3_12_14_16,atomic,0.5013086445273887
baseline,5,P08_parity_d3_2_33_37,atomic,0.4975165557711454
baseline,5,P09_parity_d2_22_26,atomic,0.5120773175036325
baseline,5,P10_parity_d1_12,atomic,0.869700588396738
baseline,5,P11_parity_d1_23,atomic,0.8680781231918577
baseline,5,P12_parity_d2_13_19,atomic,0.5378502958036312
baseline,5,P13_parity_d2_13_15,atomic,0.5198361015467128
baseline,5,P14_parity_d1_10,atomic,0.9276592743134044
baseline,5,P15_parity_d1_9,atomic,0.8498801326511681
baseline,5,P16_parity_d3_1_24_27,atomic,0.4985096676688843
baseline,5,P17_parity_d2_16_32,atomic,0.6015971224871702
baseline,5,P18_parity_d3_9_12_31,atomic,0.5050338003355754
baseline,5,P19_parity_d2_2_26,atomic,0.5251690530239156
baseline,5,P20_parity_d3_5_21_34,atomic,0.49763317767054593
baseline,5,P21_parity_d1_31,atomic,0.9345760274151323
baseline,5,P22_parity_d3_8_26_30,atomic,0.4970459146713783
baseline,5,P23_parity_d2_15_39,atomic,0.821764702957787
baseline,5,P24_parity_d2_3_36,atomic,0.5211413388949627
baseline,5,P25_parity_d3_11_22_35,atomic,0.49942644952302856
baseline,5,P26_parity_d3_7_30_33,atomic,0.7006277539417006
baseline,5,P27_parity_d2_14_25,atomic,0.507006729073047
baseline,5,P28_parity_d3_19_24_30,atomic,0.5000811848738544
baseline,5,P29_parity_d1_17,atomic,0.8930988174004284
baseline,5,P30_parity_d1_18,atomic,0.8918876730362211
baseline,5,P31_parity_d2_7_37,atomic,0.5083607320984002
baseline,5,P32_parity_d3_1_16_37,atomic,0.49956699077789685
baseline,5,P33_parity_d1_39,atomic,0.9804506441587801
baseline,5,P34_parity_d1_24,atomic,0.9863660691969455
baseline,5,P35_parity_d2_0_37,atomic,0.5008608286198469
baseline,6,P00_parity_d2_15_29,atomic,0.5106542418084604
baseline,6,P01_parity_d2_32_38,atomic,0.7851086302432579
baseline,6,P02_parity_d1_15,atomic,0.894562395912964
baseline,6,P03_parity_d3_26_37_39,atomic,0.5014058781354681
baseline,6,P04_parity_d1_28,atomic,0.9705448126994234
baseline,6,P05_parity_d1_35,atomic,0.923547011478866
baseline,6,P06_parity_d3_5_22_28,atomic,0.5008087410241701
baseline,6,P07_parity_d3_12_14_16,atomic,0.49972812665012517
baseline,6,P08_parity_d3_2_33_37,atomic,0.49826097222423504
baseline,6,P09_parity_d2_22_26,atomic,0.5046640140964376
baseline,6,P10_parity_d1_12,atomic,0.900259055509904
baseline,6,P11_parity_d1_23,atomic,0.9097711491487165
baseline,6,P12_parity_d2_13_19,atomic,0.7522522771698609
baseline,6,P13_parity_d2_13_15,atomic,0.5613210842408003
baseline,6,P14_parity_d1_10,atomic,0.9478691698889894
baseline,6,P15_parity_d1_9,atomic,0.894364299185902
baseline,6,P16_parity_d3_1_24_27,atomic,0.5025286590585155
baseline,6,P17_parity_d2_16_32,atomic,0.8073441737923417
baseline,6,P18_parity_d3_9_12_31,atomic,0.5542920439264822
baseline,6,P19_parity_d2_2_26,atomic,0.5055488912663217
baseline,6,P20_parity_d3_5_21_34,atomic,0.5016214647842714
baseline,6,P21_parity_d1_31,atomic,0.9542443913120696
baseline,6,P22_parity_d3_8_26_30,atomic,0.4989387346627029
baseline,6,P23_parity_d2_15_39,atomic,0.7869982015486414
baseline,6,P24_parity_d2_3_36,atomic,0.6655864712316066
baseline,6,P25_parity_d3_11_22_35,atomic,0.49953657166961823
baseline,6,P26_parity_d3_7_30_33,atomic,0.930830344784635
baseline,6,P27_parity_d2_14_25,atomic,0.5038910462724058
baseline,6,P28_parity_d3_19_24_30,atomic,0.502441103073998
baseline,6,P29_parity_d1_17,atomic,0.9296708534888259
baseline,6,P30_parity_d1_18,atomic,0.9341128513735539
baseline,6,P31_parity_d2_7_37,atomic,0.5123615422349961
baseline,6,P32_parity_d3_1_16_37,atomic,0.5037616549951988
baseline,6,P33_parity_d1_39,atomic,0.9783995201851231
baseline,6,P34_parity_d1_24,atomic,0.9865130655536144
baseline,6,P35_parity_d2_0_37,atomic,0.4994176606296875
baseline,7,P00_parity_d2_15_29,atomic,0.49941456996899636
baseline,7,P01_parity_d2_32_38,atomic,0.6396107873371769
baseline,7,P02_parity_d1_15,atomic,0.8584109607058269
baseline,7,P03_parity_d3_26_37_39,atomic,0.4979863319571722
baseline,7,P04_parity_d1_28,atomic,0.9682839716572081
baseline,7,P05_parity_d1_35,atomic,0.921593850617704
baseline,7,P06_parity_d3_5_22_28,atomic,0.5047365030371026
baseline,7,P07_parity_d3_12_14_16,atomic,0.5014174316148011
baseline,7,P08_parity_d3_2_33_37,atomic,0.4999400354147781
baseline,7,P09_parity_d2_22_26,atomic,0.5110656753317773
baseline,7,P10_parity_d1_12,atomic,0.8914082761784347
baseline,7,P11_parity_d1_23,atomic,0.8557537458817968
baseline,7,P12_parity_d2_13_19,atomic,0.5660229609885273
baseline,7,P13_parity_d2_13_15,atomic,0.5266264219660628
baseline,7,P14_parity_d1_10,atomic,0.9379855084424589
baseline,7,P15_parity_d1_9,atomic,0.8412204815614339
baseline,7,P16_parity_d3_1_24_27,atomic,0.4998273178706272
baseline,7,P17_parity_d2_16_32,atomic,0.679089896518169
baseline,7,P18_parity_d3_9_12_31,atomic,0.687878458647004
baseline,7,P19_parity_d2_2_26,atomic,0.5145406476991726
baseline,7,P20_parity_d3_5_21_34,atomic,0.49956602745898215
baseline,7,P21_parity_d1_31,atomic,0.9554056715002872
baseline,7,P22_parity_d3_8_26_30,atomic,0.4997712736291584
baseline,7,P23_parity_d2_15_39,atomic,0.775469502837358
baseline,7,P24_parity_d2_3_36,atomic,0.5476009288188852
baseline,7,P25_parity_d3_11_22_35,atomic,0.5019259646576862
baseline,7,P26_parity_d3_7_30_33,atomic,0.8854777246612118
baseline,7,P27_parity_d2_14_25,atomic,0.5123333028020068
baseline,7,P28_parity_d3_19_24_30,atomic,0.5024755419117085
baseline,7,P29_parity_d1_17,atomic,0.913663737841919
baseline,7,P30_parity_d1_18,atomic,0.9133827485689395
baseline,7,P31_parity_d2_7_37,atomic,0.5143037372618579
baseline,7,P32_parity_d3_1_16_37,atomic,0.4994578420221729
baseline,7,P33_parity_d1_39,atomic,0.979213411161941
baseline,7,P34_parity_d1_24,atomic,0.9943456439303278
baseline,7,P35_parity_d2_0_37,atomic,0.5023249733073974
baseline,8,P00_parity_d2_15_29,atomic,0.5027216633964338
baseline,8,P01_parity_d2_32_38,atomic,0.6035954199613147
baseline,8,P02_parity_d1_15,atomic,0.8630495832979435
baseline,8,P03_parity_d3_26_37_39,atomic,0.5012429286300879
baseline,8,P04_parity_d1_28,atomic,0.9674381811739905
baseline,8,P05_parity_d1_35,atomic,0.9050265622106948
baseline,8,P06_parity_d3_5_22_28,atomic,0.498564617753128
baseline,8,P07_parity_d3_12_14_16,atomic,0.49907448236733304
baseline,8,P08_parity_d3_2_33_37,atomic,0.49818538553429387
baseline,8,P09_parity_d2_22_26,atomic,0.5034539066215771
baseline,8,P10_parity_d1_12,atomic,0.8807257106651608
baseline,8,P11_parity_d1_23,atomic,0.8858187996330523
baseline,8,P12_parity_d2_13_19,atomic,0.5621747950397236
baseline,8,P13_parity_d2_13_15,atomic,0.600628005049955
baseline,8,P14_parity_d1_10,atomic,0.9537211398583596
baseline,8,P15_parity_d1_9,atomic,0.8462475219087536
baseline,8,P16_parity_d3_1_24_27,atomic,0.501294685863702
baseline,8,P17_parity_d2_16_32,atomic,0.6203347350918271
baseline,8,P18_parity_d3_9_12_31,atomic,0.5084792458597178
baseline,8,P19_parity_d2_2_26,atomic,0.5067240051713562
baseline,8,P20_parity_d3_5_21_34,atomic,0.5004410636208536
baseline,8,P21_parity_d1_31,atomic,0.9524061913881355
baseline,8,P22_parity_d3_8_26_30,atomic,0.4972454709736792
baseline,8,P23_parity_d2_15_39,atomic,0.7467410752126525
baseline,8,P24_parity_d2_3_36,atomic,0.5442945978152299
baseline,8,P25_parity_d3_11_22_35,atomic,0.4965070372470845
baseline,8,P26_parity_d3_7_30_33,atomic,0.7781629717272864
baseline,8,P27_parity_d2_14_25,atomic,0.5105849543291819
baseline,8,P28_parity_d3_19_24_30,atomic,0.5003468350896005
baseline,8,P29_parity_d1_17,atomic,0.915948799411893
baseline,8,P30_parity_d1_18,atomic,0.888357977058258
baseline,8,P31_parity_d2_7_37,atomic,0.5027812863036691
baseline,8,P32_parity_d3_1_16_37,atomic,0.5000122271848989
baseline,8,P33_parity_d1_39,atomic,0.9792490748797249
baseline,8,P34_parity_d1_24,atomic,0.9927455328992104
baseline,8,P35_parity_d2_0_37,atomic,0.5064897129783776
baseline,9,P00_parity_d2_15_29,atomic,0.5514438288685233
baseline,9,P01_parity_d2_32_38,atomic,0.5682004805318983
baseline,9,P02_parity_d1_15,atomic,0.8711994878223028
baseline,9,P03_parity_d3_26_37_39,atomic,0.49828477621992356
baseline,9,P04_parity_d1_28,atomic,0.9695371570682368
baseline,9,P05_parity_d1_35,atomic,0.9196226917847823
baseline,9,P06_parity_d3_5_22_28,atomic,0.5009495495339579
baseline,9,P07_parity_d3_12_14_16,atomic,0.5024496292689044
baseline,9,P08_parity_d3_2_33_37,atomic,0.5005750946123024
baseline,9,P09_parity_d2_22_26,atomic,0.5030313159700456
baseline,9,P10_parity_d1_12,atomic,0.9045102184589765
baseline,9,P11_parity_d1_23,atomic,0.8836556161098953
baseline,9,P12_parity_d2_13_19,atomic,0.5097645446056099
baseline,9,P13_parity_d2_13_15,atomic,0.5640345876472249
baseline,9,P14_parity_d1_10,atomic,0.9461327158200613
baseline,9,P15_parity_d1_9,atomic,0.8794165204964033
baseline,9,P16_parity_d3_1_24_27,atomic,0.5034485816833104
baseline,9,P17_parity_d2_16_32,atomic,0.6052536086844489
baseline,9,P18_parity_d3_9_12_31,atomic,0.5012762446187468
baseline,9,P19_parity_d2_2_26,atomic,0.5037768780135387
baseline,9,P20_parity_d3_5_21_34,atomic,0.5007579822657362
baseline,9,P21_parity_d1_31,atomic,0.9486835328185266
baseline,9,P22_parity_d3_8_26_30,atomic,0.5003249330159316
baseline,9,P23_parity_d2_15_39,atomic,0.7589685953618528
baseline,9,P24_parity_d2_3_36,atomic,0.5063156633915598
baseline,9,P25_parity_d3_11_22_35,atomic,0.4999768905713809
baseline,9,P26_parity_d3_7_30_33,atomic,0.5990885999065633
baseline,9,P27_parity_d2_14_25,atomic,0.5018731418577264
baseline,9,P28_parity_d3_19_24_30,atomic,0.49824371018298397
baseline,9,P29_parity_d1_17,atomic,0.91816613869539
baseline,9,P30_parity_d1_18,atomic,0.9185776155801374
baseline,9,P31_parity_d2_7_37,atomic,0.4998330547055164
baseline,9,P32_parity_d3_1_16_37,atomic,0.5002952897918971
baseline,9,P33_parity_d1_39,atomic,0.980864169346569
baseline,9,P34_parity_d1_24,atomic,0.9893007090419127
baseline,9,P35_parity_d2_0_37,atomic,0.5020913802332292
