condition,seed,component,target_task,component_target_grad_cosine,component_target_cka
corrupt_U_matched,5,A_bit0,AB_and,0.4704476438744415,0.718597948551178
corrupt_U_matched,5,A_bit0,AC_xor,0.3797292141000616,0.7632083892822266
corrupt_U_matched,6,A_bit0,AB_and,0.0084855278102025,0.6577262282371521
corrupt_U_matched,6,A_bit0,AC_xor,0.3278382237215232,0.8193543553352356
corrupt_U_matched,7,A_bit0,AB_and,0.5704728671827072,0.6401112079620361
corrupt_U_matched,7,A_bit0,AC_xor,0.285150264776404,0.7123708724975586
corrupt_U_matched,8,A_bit0,AB_and,0.619637033430484,0.637885332107544
corrupt_U_matched,8,A_bit0,AC_xor,-0.1534730884753216,0.7035486698150635
corrupt_U_matched,9,A_bit0,AB_and,0.4683603582845494,0.6859258413314819
corrupt_U_matched,9,A_bit0,AC_xor,-0.1987536288395569,0.7905399799346924
delay_A,0,A_bit0,AB_and,-0.0419163191742479,0.6350274682044983
delay_A,0,A_bit0,AC_xor,-0.0953464267634262,0.693187415599823
delay_A,1,A_bit0,AB_and,0.1169624060748281,0.6495617032051086
delay_A,1,A_bit0,AC_xor,0.0971781438444712,0.780512273311615
delay_A,2,A_bit0,AB_and,0.6384688555136301,0.7052311301231384
delay_A,2,A_bit0,AC_xor,0.4070423055626017,0.7977657318115234
delay_A,3,A_bit0,AB_and,0.0050125599195387,0.6827986836433411
delay_A,3,A_bit0,AC_xor,0.2301976246321402,0.5620012879371643
delay_A,4,A_bit0,AB_and,0.6342170452410236,0.7218648791313171
delay_A,4,A_bit0,AC_xor,0.4605638311519248,0.8131985068321228
delay_A,5,A_bit0,AB_and,-0.079215738640982,0.6623364686965942
delay_A,5,A_bit0,AC_xor,0.1487360243889716,0.6627581119537354
delay_A,6,A_bit0,AB_and,0.2663262903753422,0.6639977097511292
delay_A,6,A_bit0,AC_xor,0.4024517787499799,0.6667486429214478
delay_A,7,A_bit0,AB_and,-0.0047673477017519,0.6226390600204468
delay_A,7,A_bit0,AC_xor,0.0087851589093326,0.5913273096084595
delay_A,8,A_bit0,AB_and,0.0501624224815346,0.6665324568748474
delay_A,8,A_bit0,AC_xor,-0.0277283170412473,0.7887861728668213
delay_A,9,A_bit0,AB_and,0.5512279779606591,0.6659361124038696
delay_A,9,A_bit0,AC_xor,0.5029447827691969,0.7214725017547607
delay_U_matched,0,A_bit0,AB_and,-0.0634332126929669,0.5966730713844299
delay_U_matched,0,A_bit0,AC_xor,-0.0987930656776399,0.671008288860321
delay_U_matched,1,A_bit0,AB_and,0.5770250343770699,0.7143616676330566
delay_U_matched,1,A_bit0,AC_xor,0.431724375631865,0.8087296485900879
delay_U_matched,2,A_bit0,AB_and,0.4353913379051042,0.6669542193412781
delay_U_matched,2,A_bit0,AC_xor,0.1272424964538475,0.7099271416664124
delay_U_matched,3,A_bit0,AB_and,0.3470755939878632,0.6910096406936646
delay_U_matched,3,A_bit0,AC_xor,-0.1545964612656942,0.8380611538887024
delay_U_matched,4,A_bit0,AB_and,0.4583948150534036,0.7087802886962891
delay_U_matched,4,A_bit0,AC_xor,0.2075725498816845,0.8483688831329346
delay_U_matched,5,A_bit0,AB_and,0.4566905119226541,0.697449266910553
delay_U_matched,5,A_bit0,AC_xor,0.4450203421644182,0.7771627902984619
delay_U_matched,6,A_bit0,AB_and,0.1250765315898698,0.6964449882507324
delay_U_matched,6,A_bit0,AC_xor,0.3251416214409525,0.837510347366333
delay_U_matched,7,A_bit0,AB_and,0.4591859307307389,0.6773195266723633
delay_U_matched,7,A_bit0,AC_xor,-0.0333937307793439,0.7547380924224854
delay_U_matched,8,A_bit0,AB_and,-0.0517102155425545,0.6299563050270081
delay_U_matched,8,A_bit0,AC_xor,0.0111230345485307,0.8088952898979187
delay_U_matched,9,A_bit0,AB_and,0.5349179933610578,0.7137035727500916
delay_U_matched,9,A_bit0,AC_xor,0.4905439009064921,0.7884454131126404
upweight_A,0,A_bit0,AB_and,0.7031293722258438,0.6763432621955872
upweight_A,0,A_bit0,AC_xor,-0.1754684757725765,0.7459543347358704
upweight_A,1,A_bit0,AB_and,0.4479476008081196,0.7382169961929321
upweight_A,1,A_bit0,AC_xor,0.123040787196939,0.9226483702659608
upweight_A,2,A_bit0,AB_and,0.5423566356253953,0.7576462626457214
upweight_A,2,A_bit0,AC_xor,0.3262272412858867,0.8678445219993591
upweight_A,3,A_bit0,AB_and,0.1912445188659728,0.7516925930976868
upweight_A,3,A_bit0,AC_xor,0.1093440031693657,0.8865312933921814
upweight_A,4,A_bit0,AB_and,0.1091857954463455,0.7770389318466187
upweight_A,4,A_bit0,AC_xor,-0.181923693489731,0.906196355819702
upweight_A,5,A_bit0,AB_and,0.1775145522371928,0.7851173281669617
upweight_A,5,A_bit0,AC_xor,-0.0855383976354556,0.8686820268630981
upweight_A,6,A_bit0,AB_and,0.5449274862804286,0.7779118418693542
upweight_A,6,A_bit0,AC_xor,0.3104185196104507,0.8649954199790955
upweight_A,7,A_bit0,AB_and,0.6039581611642337,0.7078328132629395
upweight_A,7,A_bit0,AC_xor,0.5282965316723408,0.8789964318275452
upweight_A,8,A_bit0,AB_and,0.0856346943618049,0.741703450679779
upweight_A,8,A_bit0,AC_xor,0.0049042925442631,0.8984912633895874
upweight_A,9,A_bit0,AB_and,0.5665108962039708,0.8040660619735718
upweight_A,9,A_bit0,AC_xor,0.3001637255111084,0.8664450645446777
upweight_U_matched,0,A_bit0,AB_and,0.0637213815353124,0.5469241738319397
upweight_U_matched,0,A_bit0,AC_xor,-0.0692565202886938,0.6151334643363953
upweight_U_matched,1,A_bit0,AB_and,0.1416611792077995,0.6271567940711975
upweight_U_matched,1,A_bit0,AC_xor,0.3523714982173769,0.7383902072906494
upweight_U_matched,2,A_bit0,AB_and,0.2878470740499949,0.6406335234642029
upweight_U_matched,2,A_bit0,AC_xor,0.367148169074525,0.7278934717178345
upweight_U_matched,3,A_bit0,AB_and,0.4831176563538593,0.710090160369873
upweight_U_matched,3,A_bit0,AC_xor,0.3693912872361282,0.6492553353309631
upweight_U_matched,4,A_bit0,AB_and,0.1985515262405357,0.6949370503425598
upweight_U_matched,4,A_bit0,AC_xor,0.3534811089149274,0.7514181733131409
upweight_U_matched,5,A_bit0,AB_and,0.5479332215887984,0.6504743099212646
upweight_U_matched,5,A_bit0,AC_xor,0.1995843870612346,0.8007045984268188
upweight_U_matched,6,A_bit0,AB_and,0.3695887402702528,0.6656774282455444
upweight_U_matched,6,A_bit0,AC_xor,0.2859520158240532,0.6664085388183594
upweight_U_matched,7,A_bit0,AB_and,-0.0024076573154072,0.6410406231880188
upweight_U_matched,7,A_bit0,AC_xor,-0.1465894122104241,0.6329498291015625
upweight_U_matched,8,A_bit0,AB_and,0.3674873059926255,0.6461072564125061
upweight_U_matched,8,A_bit0,AC_xor,0.0982605145941069,0.7078750133514404
upweight_U_matched,9,A_bit0,AB_and,0.4439424380772299,0.7263045310974121
upweight_U_matched,9,A_bit0,AC_xor,0.3231400809695809,0.801477313041687
