pair_id,component,composite,source_role,source_task,target_task,seed,data_seen,checkpoint_fraction,gradient_cosine,source_gradient_norm,target_gradient_norm,linear_cka,param_subset
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,0,0.0,0.4527664896781036,0.6261028051376343,0.6484132409095764,0.8465129733085632,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,0,0.0,0.38776934272420627,0.6385650038719177,0.6484132409095764,0.8514124751091003,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,0,0.0,0.4595841091352065,0.6476754546165466,0.6484132409095764,0.8473485708236694,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,0,0.0,0.47066647767463665,0.6678764224052429,0.6484132409095764,0.8507227301597595,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,0,0.0,0.4374982195068597,0.6186795830726624,0.6484132409095764,0.849529504776001,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,0,0.0,0.3870080546387888,0.6787915229797363,0.6484132409095764,0.8466768860816956,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,0,0.0,0.4491412739832363,0.6450098752975464,0.6484132409095764,0.8496062159538269,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,0,0.0,0.38776934272420627,0.6385650038719177,0.6484132409095764,0.8514124751091003,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,fake_component_control,K02_shortcut_for_A03_copy,C06_reverse_then_substitute_05_07,0,0,0.0,0.5052347136415539,0.6714659929275513,0.6484132409095764,0.848317563533783,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,surface_control,S00_surface_rotate,C06_reverse_then_substitute_05_07,0,0,0.0,0.45496972623043896,0.6191790699958801,0.6484132409095764,0.8474971652030945,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,exact_component,A07_reverse,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.10421502712759054,0.5392072796821594,0.46005409955978394,0.8363849520683289,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,same_operation_control,A01_reverse,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.13275079030406103,0.4575232267379761,0.46005409955978394,0.8401618003845215,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,different_operation_control,U01_unrelated_substitute,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.058683202271087295,0.4785388708114624,0.46005409955978394,0.8436928987503052,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,fake_component_control,K02_shortcut_for_A03_copy,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.063940761173674,0.504856288433075,0.46005409955978394,0.8392015695571899,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,surface_control,S00_surface_rotate,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.031143817485614074,0.4280959367752075,0.46005409955978394,0.8407922983169556,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,exact_component,A02_substitute,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.21929763724533016,0.4982578754425049,0.46005409955978394,0.8396136164665222,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,same_operation_control,U00_unrelated_substitute,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.02624015686889153,0.4910289943218231,0.46005409955978394,0.8413081169128418,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,different_operation_control,A03_copy,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.22493657630355,0.4551698565483093,0.46005409955978394,0.8394730091094971,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,fake_component_control,K01_shortcut_for_A05_substitute,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.22348524730817612,0.47620341181755066,0.46005409955978394,0.8357765078544617,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,surface_control,S01_surface_rotate,C03_reverse_then_substitute_07_02,0,6144,0.0512,0.10127560957075492,0.49868500232696533,0.46005409955978394,0.8391920328140259,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.13340394755638318,0.5378166437149048,0.5046600103378296,0.8395562171936035,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,6144,0.0512,-0.11906319600578856,0.4785388708114624,0.5046600103378296,0.8470983505249023,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.029184176241490282,0.47556036710739136,0.5046600103378296,0.8405200242996216,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.05491935672138588,0.5502702593803406,0.5046600103378296,0.844411313533783,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.06299089473491419,0.4344571828842163,0.5046600103378296,0.8421472311019897,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,6144,0.0512,-0.1641284401201342,0.5392072796821594,0.5046600103378296,0.8397338390350342,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.047964793249345765,0.4575232267379761,0.5046600103378296,0.8431261777877808,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,6144,0.0512,-0.11906319600578856,0.4785388708114624,0.5046600103378296,0.8470983505249023,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,fake_component_control,K02_shortcut_for_A03_copy,C06_reverse_then_substitute_05_07,0,6144,0.0512,0.14278421726425725,0.504856288433075,0.5046600103378296,0.8403653502464294,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,surface_control,S00_surface_rotate,C06_reverse_then_substitute_05_07,0,6144,0.0512,-0.06266072648696693,0.4280959367752075,0.5046600103378296,0.8384824395179749,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,exact_component,A07_reverse,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.01377743788130285,0.7204736471176147,0.7500805258750916,0.5675932168960571,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,same_operation_control,A01_reverse,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.027391680559384426,0.7089943885803223,0.7500805258750916,0.569038450717926,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,different_operation_control,U01_unrelated_substitute,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.07731485237184951,1.1682623624801636,0.7500805258750916,0.5791842937469482,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,fake_component_control,K02_shortcut_for_A03_copy,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,-0.28404716633531035,0.8349873423576355,0.7500805258750916,0.5727641582489014,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,surface_control,S00_surface_rotate,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.0010271750609410241,0.6207103133201599,0.7500805258750916,0.5760071873664856,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,exact_component,A02_substitute,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.6480759662484886,1.0267664194107056,0.7500805258750916,0.5794147849082947,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,same_operation_control,U00_unrelated_substitute,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.0635162643188534,1.199695110321045,0.7500805258750916,0.5762140154838562,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,different_operation_control,A03_copy,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,-0.27423914791510395,0.8306322693824768,0.7500805258750916,0.5671951174736023,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,fake_component_control,K01_shortcut_for_A05_substitute,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,-0.27996644807348553,0.8285117745399475,0.7500805258750916,0.5721682906150818,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,surface_control,S01_surface_rotate,C03_reverse_then_substitute_07_02,0,12032,0.10026666666666667,0.17033747104670768,0.6211205124855042,0.7500805258750916,0.5715120434761047,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,0.6057593525018874,1.0431568622589111,0.7839413285255432,0.5812821388244629,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,0.07009923730874029,1.1682623624801636,0.7839413285255432,0.5864630937576294,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.01627806292541016,0.6789565086364746,0.7839413285255432,0.5796575546264648,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.2791731958290447,0.8577750325202942,0.7839413285255432,0.5717470049858093,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,0.1667475736944442,0.5760024189949036,0.7839413285255432,0.5727258920669556,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.01308798854130207,0.7204736471176147,0.7839413285255432,0.5790203809738159,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.010110004068026935,0.7089943885803223,0.7839413285255432,0.5760166645050049,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,0.07009923730874029,1.1682623624801636,0.7839413285255432,0.5864630937576294,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,fake_component_control,K02_shortcut_for_A03_copy,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.26990654886744697,0.8349873423576355,0.7839413285255432,0.5772466063499451,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,surface_control,S00_surface_rotate,C06_reverse_then_substitute_05_07,0,12032,0.10026666666666667,-0.006464208846528179,0.6207103133201599,0.7839413285255432,0.5744516253471375,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,exact_component,A07_reverse,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.07625029433317677,0.9166669249534607,1.4067320823669434,0.05518379062414169,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,same_operation_control,A01_reverse,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.059772885603853874,0.9107381105422974,1.4067320823669434,0.0514373704791069,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,different_operation_control,U01_unrelated_substitute,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,0.11231570897287918,1.979085922241211,1.4067320823669434,0.05323002487421036,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,fake_component_control,K02_shortcut_for_A03_copy,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.5318459311315401,0.8432592153549194,1.4067320823669434,0.05698775500059128,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,surface_control,S00_surface_rotate,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.017116239069570507,1.2064130306243896,1.4067320823669434,0.05809074267745018,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,exact_component,A02_substitute,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,0.7000991145552015,1.4638991355895996,1.4067320823669434,0.05675093084573746,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,same_operation_control,U00_unrelated_substitute,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,0.11438885632636672,1.9891347885131836,1.4067320823669434,0.05959564447402954,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,different_operation_control,A03_copy,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.568528633046135,0.7770858407020569,1.4067320823669434,0.060342222452163696,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,fake_component_control,K01_shortcut_for_A05_substitute,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,-0.5290734908947884,0.8286026120185852,1.4067320823669434,0.051576219499111176,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,surface_control,S01_surface_rotate,C03_reverse_then_substitute_07_02,0,24064,0.20053333333333334,0.15255816203291656,1.401373267173767,1.4067320823669434,0.0572490431368351,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,0.6827695872299638,1.542176604270935,1.4467874765396118,0.05307956039905548,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,0.10757012200791898,1.979085922241211,1.4467874765396118,0.05517946183681488,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.08032230586355082,0.8781693577766418,1.4467874765396118,0.053368546068668365,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.5544849473188108,0.821999192237854,1.4467874765396118,0.056026529520750046,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,0.23229996284156196,1.321089506149292,1.4467874765396118,0.0478774756193161,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.08193282791848289,0.9166669249534607,1.4467874765396118,0.05177147686481476,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.061672914339881806,0.9107381105422974,1.4467874765396118,0.05182665213942528,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,0.10757012200791898,1.979085922241211,1.4467874765396118,0.05517946183681488,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,fake_component_control,K02_shortcut_for_A03_copy,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.5427907897081027,0.8432592153549194,1.4467874765396118,0.052250370383262634,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,surface_control,S00_surface_rotate,C06_reverse_then_substitute_05_07,0,24064,0.20053333333333334,-0.023001519066347387,1.2064130306243896,1.4467874765396118,0.056519363075494766,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,exact_component,A07_reverse,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.0923942986731269,1.116249442100525,1.589621663093567,0.06212091073393822,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,same_operation_control,A01_reverse,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.09681416031397488,1.0849859714508057,1.589621663093567,0.05928684398531914,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,different_operation_control,U01_unrelated_substitute,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.07372128266955608,2.0234920978546143,1.589621663093567,0.06462310999631882,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,fake_component_control,K02_shortcut_for_A03_copy,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,-0.5726110781692063,1.0006605386734009,1.589621663093567,0.061855439096689224,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,surface_control,S00_surface_rotate,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,-0.14102155764769422,1.4934070110321045,1.589621663093567,0.0643489733338356,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,exact_component,A02_substitute,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.4216097679168063,1.6937967538833618,1.589621663093567,0.0639178454875946,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,same_operation_control,U00_unrelated_substitute,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.08338463318690097,2.04070782661438,1.589621663093567,0.06453486531972885,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,different_operation_control,A03_copy,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,-0.5977860372257041,0.9341562986373901,1.589621663093567,0.06336262077093124,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,fake_component_control,K01_shortcut_for_A05_substitute,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,-0.5538582152673518,1.0648294687271118,1.589621663093567,0.05299677327275276,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,surface_control,S01_surface_rotate,C03_reverse_then_substitute_07_02,0,48128,0.4010666666666667,0.08191536230776031,1.7171828746795654,1.589621663093567,0.060794949531555176,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.4408555642569386,1.7694878578186035,1.658253788948059,0.058694928884506226,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.07233547430725089,2.0234920978546143,1.658253788948059,0.06876382231712341,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.09252021935177014,1.0917764902114868,1.658253788948059,0.05724615231156349,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,-0.5276511195882624,0.9975621104240417,1.658253788948059,0.06060829013586044,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.1323054205078493,1.762308120727539,1.658253788948059,0.05606616288423538,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.09905836871092936,1.116249442100525,1.658253788948059,0.05808088928461075,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.09372405185861492,1.0849859714508057,1.658253788948059,0.06347022205591202,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,0.07233547430725089,2.0234920978546143,1.658253788948059,0.06876382231712341,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,fake_component_control,K02_shortcut_for_A03_copy,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,-0.5272289798395584,1.0006605386734009,1.658253788948059,0.0535479411482811,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,surface_control,S00_surface_rotate,C06_reverse_then_substitute_05_07,0,48128,0.4010666666666667,-0.11411574287838652,1.4934070110321045,1.658253788948059,0.06395094841718674,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,exact_component,A07_reverse,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.24094057294627896,1.24679696559906,1.5691736936569214,0.12313367426395416,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,same_operation_control,A01_reverse,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.22554538367858326,1.3041582107543945,1.5691736936569214,0.12452591955661774,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,different_operation_control,U01_unrelated_substitute,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.05886433743181878,2.096691846847534,1.5691736936569214,0.16639380156993866,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,fake_component_control,K02_shortcut_for_A03_copy,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.3087397113511156,0.5718605518341064,1.5691736936569214,0.13607609272003174,last_block_ln_head
0,A07_reverse,C03_reverse_then_substitute_07_02,surface_control,S00_surface_rotate,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.11590962214336935,1.9771524667739868,1.5691736936569214,0.1484583467245102,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,exact_component,A02_substitute,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,0.09173286874159853,2.917011260986328,1.5691736936569214,0.1666528880596161,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,same_operation_control,U00_unrelated_substitute,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.08333795940292595,2.0788750648498535,1.5691736936569214,0.16660407185554504,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,different_operation_control,A03_copy,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.3129119928563432,0.5605503916740417,1.5691736936569214,0.13806192576885223,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,fake_component_control,K01_shortcut_for_A05_substitute,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.3374845629804491,0.5828282833099365,1.5691736936569214,0.13536085188388824,last_block_ln_head
1,A02_substitute,C03_reverse_then_substitute_07_02,surface_control,S01_surface_rotate,C03_reverse_then_substitute_07_02,0,120064,1.0005333333333333,-0.09763799258097493,2.621612071990967,1.5691736936569214,0.1698126643896103,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,exact_component,A05_substitute,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,0.12150360445043347,2.810055732727051,1.5740152597427368,0.16429197788238525,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,same_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.10107492893934167,2.096691846847534,1.5740152597427368,0.1725960075855255,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,different_operation_control,A04_reverse,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.31846806852371523,1.2687987089157104,1.5740152597427368,0.12417711317539215,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,fake_component_control,K00_shortcut_for_A02_substitute,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.2934943498118694,0.6048900485038757,1.5740152597427368,0.1404673457145691,last_block_ln_head
2,A05_substitute,C06_reverse_then_substitute_05_07,surface_control,S02_surface_rotate,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.010451955505439361,2.3102784156799316,1.5740152597427368,0.17038196325302124,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,exact_component,A07_reverse,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.29888062191956627,1.24679696559906,1.5740152597427368,0.12590645253658295,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,same_operation_control,A01_reverse,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.30477210691289774,1.3041582107543945,1.5740152597427368,0.1250336468219757,last_block_ln_head
3,A07_reverse,C06_reverse_then_substitute_05_07,different_operation_control,U01_unrelated_substitute,C06_reverse_then_substitute_05_07,0,120064,1.0005333333333333,-0.10107492893934167,2.096691846847534,1.5740152597427368,0.1725960075855255,last_block_ln_head
