dependency_signal,mean_composite_residual,median_composite_residual,frac_positive_composite_residual,true_mechanism,replicate
positive_residual,1.4631498926915523,1.5748960081252061,1.0,dependency_gated,41
positive_residual,1.2921507564045933,1.5952115162802922,0.9166666666666666,dependency_gated,42
positive_residual,1.3811494000889517,1.474186948795305,1.0,dependency_gated,43
positive_residual,1.381825524124532,1.345973922674852,1.0,dependency_gated,44
positive_residual,1.4734377556371772,1.5102347988982645,1.0,dependency_gated,45
positive_residual,1.4004642605198707,1.5496857927603207,0.9166666666666666,dependency_gated,46
positive_residual,1.226995813204645,1.1890835230341326,0.9166666666666666,dependency_gated,47
positive_residual,1.0808638721739547,1.2296602556841663,0.75,dependency_gated,48
positive_residual,1.357282564957396,1.4752244388836253,1.0,dependency_gated,49
positive_residual,1.2613102257861033,1.3460219698890104,0.9166666666666666,dependency_gated,50
positive_residual,1.3290627363115528,1.3841270090316247,0.9166666666666666,dependency_gated,51
positive_residual,1.3155423204414656,1.5725599361327802,0.9166666666666666,dependency_gated,52
positive_residual,1.131727421448846,1.2308290813550977,1.0,dependency_gated,53
positive_residual,1.2516514598216057,1.160264570811651,1.0,dependency_gated,54
positive_residual,1.2236820015335261,1.3552608069432193,0.8333333333333334,dependency_gated,55
positive_residual,1.3510855167283273,1.352029806087259,1.0,dependency_gated,56
positive_residual,1.3319569483219504,1.303462251845799,1.0,dependency_gated,57
positive_residual,1.2536995398586832,1.2034435131748307,1.0,dependency_gated,58
positive_residual,1.2596633334278973,1.3890760213735502,1.0,dependency_gated,59
positive_residual,1.4807063694408147,1.598430068180872,1.0,dependency_gated,60
positive_residual,1.313409663798067,1.329189530605139,1.0,dependency_gated,61
positive_residual,1.3361118419960807,1.5751451965180596,0.9166666666666666,dependency_gated,62
positive_residual,1.330020351986977,1.4586761587267727,1.0,dependency_gated,63
positive_residual,1.3042717114748925,1.30105127239388,1.0,dependency_gated,64
positive_residual,1.484828409541663,1.4393234382874818,1.0,dependency_gated,65
positive_residual,1.3171415147597922,1.2853109288519118,1.0,dependency_gated,66
positive_residual,1.3448382715579505,1.3806493586894772,1.0,dependency_gated,67
positive_residual,1.2252829807291452,1.3951114769334465,0.9166666666666666,dependency_gated,68
positive_residual,1.3542197778672904,1.4361957707540665,1.0,dependency_gated,69
positive_residual,1.3947146053419084,1.5567366540603143,1.0,dependency_gated,70
positive_residual,1.50093667445135,1.8009599426224456,0.9166666666666666,dependency_gated,71
positive_residual,1.332181317206508,1.632977076851076,0.9166666666666666,dependency_gated,72
positive_residual,1.437058611531354,1.631396387304405,0.9166666666666666,dependency_gated,73
positive_residual,1.1710436084468003,1.2218864624796248,0.8333333333333334,dependency_gated,74
positive_residual,1.2047485347808196,1.3138556218458177,0.9166666666666666,dependency_gated,75
positive_residual,1.195531288936937,1.27360036109254,0.75,dependency_gated,76
positive_residual,1.3507615130649795,1.2495894484272636,1.0,dependency_gated,77
positive_residual,1.3367816721252375,1.5164640426497042,0.9166666666666666,dependency_gated,78
positive_residual,1.3875373837056337,1.544150612407769,1.0,dependency_gated,79
positive_residual,1.2763217348525313,1.2371852921696647,1.0,dependency_gated,80
positive_residual,1.518150717614307,1.604736077225394,1.0,dependency_gated,81
positive_residual,1.55801478742307,1.7637099252195574,1.0,dependency_gated,82
positive_residual,1.3866535516818608,1.4721924042097303,0.9166666666666666,dependency_gated,83
positive_residual,1.486727033126052,1.4971037214863978,1.0,dependency_gated,84
positive_residual,1.3228465912597482,1.5397474691458282,1.0,dependency_gated,85
positive_residual,1.256465919833799,1.3255767004506973,0.9166666666666666,dependency_gated,86
positive_residual,1.3181039248023831,1.3597346846302125,0.9166666666666666,dependency_gated,87
positive_residual,1.5363741737302485,1.7218966876905553,0.9166666666666666,dependency_gated,88
positive_residual,1.3929739602805824,1.5884799789841662,0.9166666666666666,dependency_gated,89
positive_residual,1.4274526315637823,1.4591234635471384,1.0,dependency_gated,90
positive_residual,1.4456223171620237,1.649600287068913,0.9166666666666666,dependency_gated,91
positive_residual,1.277483132553157,1.426851930300887,0.9166666666666666,dependency_gated,92
positive_residual,1.4426217743070449,1.45881794861394,1.0,dependency_gated,93
positive_residual,1.463909051713257,1.541175251101615,1.0,dependency_gated,94
positive_residual,1.4429003041348443,1.3416666079567863,1.0,dependency_gated,95
positive_residual,1.4324596771985754,1.4949592777256475,1.0,dependency_gated,96
positive_residual,1.3946352284305596,1.5260592588359376,1.0,dependency_gated,97
positive_residual,1.350837336301061,1.3799642060936197,1.0,dependency_gated,98
positive_residual,1.328014096339411,1.4531536778443348,0.9166666666666666,dependency_gated,99
