condition,seed,target_task,source_role,source_task,grad_cosine,linear_cka
corrupt_component,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.414802291181671,0.059705588966608
corrupt_component,1,C03_and_04_05,control,S00_surface_xor_12_45,0.1796903057771268,0.1635336428880691
corrupt_component,1,C06_and_05_09,component,A05_and_bits_5_25,-0.4466844313688484,0.4614624679088592
corrupt_component,1,C06_and_05_09,control,U02_and_bits_10_16,-0.4144770423748874,0.0835814177989959
corrupt_component,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.3652083975927174,0.1184911355376243
corrupt_component,1,C06_and_05_09,control,S00_surface_xor_12_45,-0.2156429841426124,0.1816614717245102
corrupt_component,2,C02_and_05_09,component,A05_and_bits_5_25,0.6899401398069033,0.4541042745113373
corrupt_component,2,C02_and_05_09,control,U02_and_bits_10_16,0.5553824235691726,0.0676545649766922
corrupt_component,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4918300858999435,0.0970132127404213
corrupt_component,2,C02_and_05_09,control,S00_surface_xor_12_45,0.472082220018098,0.1838556081056594
corrupt_component,2,C03_and_04_05,component,A05_and_bits_5_25,0.563578428460977,0.4462607502937317
corrupt_component,2,C03_and_04_05,control,U02_and_bits_10_16,0.5193641689198141,0.0581977441906929
corrupt_component,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.3922675044304867,0.0904899090528488
corrupt_component,2,C03_and_04_05,control,S00_surface_xor_12_45,0.3035689467975855,0.1814413070678711
corrupt_component,2,C06_and_05_09,component,A05_and_bits_5_25,0.7291800616189384,0.4587891399860382
corrupt_component,2,C06_and_05_09,control,U02_and_bits_10_16,0.5913789966236249,0.0801550522446632
corrupt_component,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5152436581700945,0.1349471360445022
corrupt_component,2,C06_and_05_09,control,S00_surface_xor_12_45,0.491298671601603,0.2158591598272323
corrupt_component,3,C02_and_05_09,component,A05_and_bits_5_25,-0.5673759897944513,0.4782213568687439
corrupt_component,3,C02_and_05_09,control,U02_and_bits_10_16,0.4656352914818953,0.0892429500818252
corrupt_component,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.399237813569798,0.075780265033245
corrupt_component,3,C02_and_05_09,control,S00_surface_xor_12_45,-0.2887188962310903,0.1313836574554443
corrupt_component,3,C03_and_04_05,component,A05_and_bits_5_25,-0.5284612687269352,0.4453311860561371
corrupt_component,3,C03_and_04_05,control,U02_and_bits_10_16,0.4884044863651661,0.0690133646130561
corrupt_component,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4455516549261372,0.039815180003643
corrupt_component,3,C03_and_04_05,control,S00_surface_xor_12_45,-0.349744896251048,0.1260975450277328
corrupt_component,3,C06_and_05_09,component,A05_and_bits_5_25,-0.511480174297922,0.4956331849098205
corrupt_component,3,C06_and_05_09,control,U02_and_bits_10_16,0.508239459379811,0.1190486252307891
corrupt_component,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.3847811509652671,0.1011169031262397
corrupt_component,3,C06_and_05_09,control,S00_surface_xor_12_45,-0.2953819682730274,0.1620960533618927
corrupt_component,4,C02_and_05_09,component,A05_and_bits_5_25,-0.5258537899820281,0.3739006519317627
corrupt_component,4,C02_and_05_09,control,U02_and_bits_10_16,0.5066446448058156,0.1027156710624694
corrupt_component,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5951709042670705,0.0692760646343231
corrupt_component,4,C02_and_05_09,control,S00_surface_xor_12_45,0.5498777116254114,0.3003942370414734
corrupt_component,4,C03_and_04_05,component,A05_and_bits_5_25,-0.5230613708282442,0.3357711136341095
corrupt_component,4,C03_and_04_05,control,U02_and_bits_10_16,0.5050770422434333,0.0580965988337993
corrupt_component,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4958851075815647,0.0378649309277534
corrupt_component,4,C03_and_04_05,control,S00_surface_xor_12_45,0.5172773613494485,0.2618352472782135
corrupt_component,4,C06_and_05_09,component,A05_and_bits_5_25,-0.4253625601904403,0.3582960963249206
corrupt_component,4,C06_and_05_09,control,U02_and_bits_10_16,0.4421188355436359,0.0910140350461006
corrupt_component,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5210103648261771,0.0656324252486229
corrupt_component,4,C06_and_05_09,control,S00_surface_xor_12_45,0.5405210800183509,0.3005982041358948
corrupt_unrelated_matched,0,C02_and_05_09,component,A05_and_bits_5_25,0.7808935499054095,0.981674075126648
corrupt_unrelated_matched,0,C02_and_05_09,control,U02_and_bits_10_16,0.6136489558242898,0.3130247890949249
corrupt_unrelated_matched,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.1935087411623836,0.0802174732089042
corrupt_unrelated_matched,0,C02_and_05_09,control,S00_surface_xor_12_45,0.4647193506273556,0.2867763042449951
corrupt_unrelated_matched,0,C03_and_04_05,component,A05_and_bits_5_25,0.7747239187323569,0.85445636510849
corrupt_unrelated_matched,0,C03_and_04_05,control,U02_and_bits_10_16,0.557101277681085,0.3383615016937256
corrupt_unrelated_matched,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.0933843054591883,0.0654699355363845
corrupt_unrelated_matched,0,C03_and_04_05,control,S00_surface_xor_12_45,0.4182317144909387,0.296376496553421
corrupt_unrelated_matched,0,C06_and_05_09,component,A05_and_bits_5_25,0.7197248973921981,0.9650968313217164
corrupt_unrelated_matched,0,C06_and_05_09,control,U02_and_bits_10_16,0.5754890817346595,0.327639639377594
corrupt_unrelated_matched,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.1327496599395353,0.083565704524517
corrupt_unrelated_matched,0,C06_and_05_09,control,S00_surface_xor_12_45,0.4674772757104892,0.3058341741561889
corrupt_unrelated_matched,1,C02_and_05_09,component,A05_and_bits_5_25,0.4841272085469939,0.9580952525138856
corrupt_unrelated_matched,1,C02_and_05_09,control,U02_and_bits_10_16,0.4445807757941314,0.174470916390419
corrupt_unrelated_matched,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.323778848125223,0.0917255133390426
corrupt_unrelated_matched,1,C02_and_05_09,control,S00_surface_xor_12_45,0.4618475404095946,0.1906040906906128
corrupt_unrelated_matched,1,C03_and_04_05,component,A05_and_bits_5_25,0.5050757660812928,0.9007200598716736
corrupt_unrelated_matched,1,C03_and_04_05,control,U02_and_bits_10_16,0.4690967910909575,0.1619888842105865
corrupt_unrelated_matched,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.3174244664211416,0.056504987180233
corrupt_unrelated_matched,1,C03_and_04_05,control,S00_surface_xor_12_45,0.4139023254152966,0.207857072353363
corrupt_unrelated_matched,1,C06_and_05_09,component,A05_and_bits_5_25,0.3932864239816315,0.9668190479278564
corrupt_unrelated_matched,1,C06_and_05_09,control,U02_and_bits_10_16,0.2097599935974711,0.167671337723732
corrupt_unrelated_matched,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.1704812591579124,0.1019557267427444
corrupt_unrelated_matched,1,C06_and_05_09,control,S00_surface_xor_12_45,0.2744878040189095,0.1859598457813263
corrupt_unrelated_matched,2,C02_and_05_09,component,A05_and_bits_5_25,0.5747090485308898,0.9799041748046876
corrupt_unrelated_matched,2,C02_and_05_09,control,U02_and_bits_10_16,0.4348956680748828,0.1948870420455932
corrupt_unrelated_matched,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.3063014059840656,0.1185092702507972
corrupt_unrelated_matched,2,C02_and_05_09,control,S00_surface_xor_12_45,0.2877705014598247,0.2137448638677597
corrupt_unrelated_matched,2,C03_and_04_05,component,A05_and_bits_5_25,-0.3326886224878845,0.884636640548706
corrupt_unrelated_matched,2,C03_and_04_05,control,U02_and_bits_10_16,-0.4463647237936959,0.1949207782745361
corrupt_unrelated_matched,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.172110884462878,0.096694178879261
corrupt_unrelated_matched,2,C03_and_04_05,control,S00_surface_xor_12_45,-0.2636820532994527,0.2161135822534561
corrupt_unrelated_matched,2,C06_and_05_09,component,A05_and_bits_5_25,0.4504023715310932,0.9701087474822998
corrupt_unrelated_matched,2,C06_and_05_09,control,U02_and_bits_10_16,0.2170025221690388,0.2193336635828018
corrupt_unrelated_matched,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.2281192192834886,0.1399417072534561
corrupt_unrelated_matched,2,C06_and_05_09,control,S00_surface_xor_12_45,0.2007893268407174,0.2407831251621246
corrupt_unrelated_matched,3,C02_and_05_09,component,A05_and_bits_5_25,0.8319403351173,0.96163409948349
corrupt_unrelated_matched,3,C02_and_05_09,control,U02_and_bits_10_16,-0.5976713080466013,0.2177395224571228
corrupt_unrelated_matched,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4858039231648076,0.0892428159713745
corrupt_unrelated_matched,3,C02_and_05_09,control,S00_surface_xor_12_45,-0.0422669163637577,0.1503301113843917
corrupt_unrelated_matched,3,C03_and_04_05,component,A05_and_bits_5_25,0.8189036733621877,0.8631964325904846
corrupt_unrelated_matched,3,C03_and_04_05,control,U02_and_bits_10_16,-0.5906179089309488,0.2534337341785431
corrupt_unrelated_matched,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5122472400691873,0.0525856763124465
corrupt_unrelated_matched,3,C03_and_04_05,control,S00_surface_xor_12_45,-0.1184781262285891,0.1793746799230575
corrupt_unrelated_matched,3,C06_and_05_09,component,A05_and_bits_5_25,0.7921510055828318,0.9535223245620728
corrupt_unrelated_matched,3,C06_and_05_09,control,U02_and_bits_10_16,-0.5874762482621294,0.2215294688940048
corrupt_unrelated_matched,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.498412362581999,0.1094338595867157
corrupt_unrelated_matched,3,C06_and_05_09,control,S00_surface_xor_12_45,-0.064170106329621,0.1562853008508682
corrupt_unrelated_matched,4,C02_and_05_09,component,A05_and_bits_5_25,0.5110052814789816,0.9746635556221008
corrupt_unrelated_matched,4,C02_and_05_09,control,U02_and_bits_10_16,-0.3775276335251743,0.2311873137950897
corrupt_unrelated_matched,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.0942328911561203,0.0825962275266647
corrupt_unrelated_matched,4,C02_and_05_09,control,S00_surface_xor_12_45,-0.3236830734628517,0.2482495605945587
corrupt_unrelated_matched,4,C03_and_04_05,component,A05_and_bits_5_25,0.3550848428137832,0.8363460898399353
corrupt_unrelated_matched,4,C03_and_04_05,control,U02_and_bits_10_16,-0.4498731558320623,0.2393983751535415
corrupt_unrelated_matched,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.0793942308561959,0.059909887611866
corrupt_unrelated_matched,4,C03_and_04_05,control,S00_surface_xor_12_45,-0.4025163527854954,0.2787766456604004
corrupt_unrelated_matched,4,C06_and_05_09,component,A05_and_bits_5_25,0.4723004595353081,0.9710081219673156
corrupt_unrelated_matched,4,C06_and_05_09,control,U02_and_bits_10_16,-0.2305765977264398,0.2378677129745483
corrupt_unrelated_matched,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.0150725662312707,0.0822113156318664
corrupt_unrelated_matched,4,C06_and_05_09,control,S00_surface_xor_12_45,-0.0504655297366882,0.2510401606559753
delay_component,0,C02_and_05_09,component,A05_and_bits_5_25,0.7458482964067615,0.9760029315948486
delay_component,0,C02_and_05_09,control,U02_and_bits_10_16,0.4032640817978666,0.1411318182945251
delay_component,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.3397068567162172,0.0650684460997581
delay_component,0,C02_and_05_09,control,S00_surface_xor_12_45,0.1548110584390466,0.4223488569259643
delay_component,0,C03_and_04_05,component,A05_and_bits_5_25,0.8180323770995175,0.8772878646850586
delay_component,0,C03_and_04_05,control,U02_and_bits_10_16,0.4008382436834912,0.129079133272171
delay_component,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4033271186179544,0.0604946464300155
delay_component,0,C03_and_04_05,control,S00_surface_xor_12_45,0.0984879913995958,0.3847878575325012
delay_component,0,C06_and_05_09,component,A05_and_bits_5_25,0.7124263322861145,0.973898470401764
delay_component,0,C06_and_05_09,control,U02_and_bits_10_16,0.3098101923772479,0.1532678008079528
delay_component,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4095746412814944,0.0706196874380111
delay_component,0,C06_and_05_09,control,S00_surface_xor_12_45,0.0082698988843232,0.4352664649486542
delay_component,1,C02_and_05_09,component,A05_and_bits_5_25,0.3523753545280972,0.9809662699699402
delay_component,1,C02_and_05_09,control,U02_and_bits_10_16,0.1740514480817841,0.1674724370241165
delay_component,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.1729877905627704,0.1372024714946746
delay_component,1,C02_and_05_09,control,S00_surface_xor_12_45,0.1266809935428699,0.2238697260618209
delay_component,1,C03_and_04_05,component,A05_and_bits_5_25,0.7554365552449508,0.8793635964393616
delay_component,1,C03_and_04_05,control,U02_and_bits_10_16,0.399342028503868,0.1279197782278061
delay_component,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4660724081025419,0.1260799020528793
delay_component,1,C03_and_04_05,control,S00_surface_xor_12_45,0.2682321958674585,0.1945784389972686
delay_component,1,C06_and_05_09,component,A05_and_bits_5_25,0.7041806439451654,0.976270318031311
delay_component,1,C06_and_05_09,control,U02_and_bits_10_16,0.3696168425314448,0.1777880489826202
delay_component,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4170538299515924,0.1392869651317596
delay_component,1,C06_and_05_09,control,S00_surface_xor_12_45,0.2530135205159239,0.2209022939205169
delay_component,2,C02_and_05_09,component,A05_and_bits_5_25,0.7461428429750487,0.973012149333954
delay_component,2,C02_and_05_09,control,U02_and_bits_10_16,0.5769963285569885,0.1175522655248642
delay_component,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5599004017235407,0.0960812270641326
delay_component,2,C02_and_05_09,control,S00_surface_xor_12_45,0.2332687768277774,0.2308354079723358
delay_component,2,C03_and_04_05,component,A05_and_bits_5_25,0.7177388730241534,0.8756793141365051
delay_component,2,C03_and_04_05,control,U02_and_bits_10_16,0.5498488658084348,0.088209792971611
delay_component,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5300654964324867,0.0719585344195365
delay_component,2,C03_and_04_05,control,S00_surface_xor_12_45,0.1344044142361415,0.198458045721054
delay_component,2,C06_and_05_09,component,A05_and_bits_5_25,0.7797431350083075,0.9725244641304016
delay_component,2,C06_and_05_09,control,U02_and_bits_10_16,0.5917682280602589,0.1279935240745544
delay_component,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5787982573408794,0.10464359074831
delay_component,2,C06_and_05_09,control,S00_surface_xor_12_45,0.2563539006894044,0.264390766620636
delay_component,3,C02_and_05_09,component,A05_and_bits_5_25,0.7793333241761327,0.964253842830658
delay_component,3,C02_and_05_09,control,U02_and_bits_10_16,0.5036936114839838,0.0923183858394622
delay_component,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4594496108617711,0.1075119227170944
delay_component,3,C02_and_05_09,control,S00_surface_xor_12_45,0.3901728331837718,0.2766068577766418
delay_component,3,C03_and_04_05,component,A05_and_bits_5_25,0.8097741289184031,0.8221774697303772
delay_component,3,C03_and_04_05,control,U02_and_bits_10_16,0.5144170078036951,0.0623972229659557
delay_component,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5033289092833649,0.0546194054186344
delay_component,3,C03_and_04_05,control,S00_surface_xor_12_45,0.392607171943196,0.226135641336441
delay_component,3,C06_and_05_09,component,A05_and_bits_5_25,0.7544916373737135,0.9570263028144836
delay_component,3,C06_and_05_09,control,U02_and_bits_10_16,0.4742893969966065,0.0940718501806259
delay_component,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4467362268195785,0.1191474348306655
delay_component,3,C06_and_05_09,control,S00_surface_xor_12_45,0.379716397393168,0.2965158820152282
delay_component,4,C02_and_05_09,component,A05_and_bits_5_25,0.2671683315448185,0.9640989899635316
delay_component,4,C02_and_05_09,control,U02_and_bits_10_16,-0.0409887196023391,0.1416235119104385
delay_component,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.0002601786588286,0.0901351198554039
delay_component,4,C02_and_05_09,control,S00_surface_xor_12_45,-0.1045554809377366,0.3125921785831451
delay_component,4,C03_and_04_05,component,A05_and_bits_5_25,0.2286718809351345,0.8820059299468994
delay_component,4,C03_and_04_05,control,U02_and_bits_10_16,0.0027758461469647,0.1179405450820922
delay_component,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.0108346727077808,0.0624128989875316
delay_component,4,C03_and_04_05,control,S00_surface_xor_12_45,-0.0900324333299972,0.2653775215148926
delay_component,4,C06_and_05_09,component,A05_and_bits_5_25,0.2648502206422916,0.9536221027374268
delay_component,4,C06_and_05_09,control,U02_and_bits_10_16,-0.0772737454489304,0.1612224578857422
delay_component,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.1228739895730877,0.1018503680825233
delay_component,4,C06_and_05_09,control,S00_surface_xor_12_45,-0.156307770770709,0.3453892469406128
delay_unrelated_matched,0,C02_and_05_09,component,A05_and_bits_5_25,0.7865899810165862,0.9756351709365844
delay_unrelated_matched,0,C02_and_05_09,control,U02_and_bits_10_16,0.1374321961771281,0.3001228868961334
delay_unrelated_matched,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4877258872309977,0.1061578243970871
delay_unrelated_matched,0,C02_and_05_09,control,S00_surface_xor_12_45,0.5261880818360516,0.3967460989952087
delay_unrelated_matched,0,C03_and_04_05,component,A05_and_bits_5_25,0.7894059384233155,0.885953426361084
delay_unrelated_matched,0,C03_and_04_05,control,U02_and_bits_10_16,0.1254306465969566,0.2889637351036072
delay_unrelated_matched,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5001419870430982,0.089514747262001
delay_unrelated_matched,0,C03_and_04_05,control,S00_surface_xor_12_45,0.503818142125892,0.3785244822502136
delay_unrelated_matched,0,C06_and_05_09,component,A05_and_bits_5_25,0.7911854288296736,0.9607192873954772
delay_unrelated_matched,0,C06_and_05_09,control,U02_and_bits_10_16,0.0613445786037466,0.3174162209033966
delay_unrelated_matched,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4823473916972322,0.1071477681398391
delay_unrelated_matched,0,C06_and_05_09,control,S00_surface_xor_12_45,0.4158249119337965,0.4052468836307525
delay_unrelated_matched,1,C02_and_05_09,component,A05_and_bits_5_25,0.3726055545389376,0.9849704504013062
delay_unrelated_matched,1,C02_and_05_09,control,U02_and_bits_10_16,0.209715395058854,0.2434688657522201
delay_unrelated_matched,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.4791459012260088,0.139357790350914
delay_unrelated_matched,1,C02_and_05_09,control,S00_surface_xor_12_45,0.4241166777916412,0.2808651328086853
delay_unrelated_matched,1,C03_and_04_05,component,A05_and_bits_5_25,0.4105468323440516,0.9080538153648376
delay_unrelated_matched,1,C03_and_04_05,control,U02_and_bits_10_16,0.1303924268597407,0.2123167216777801
delay_unrelated_matched,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.2528188266261771,0.1320922821760177
delay_unrelated_matched,1,C03_and_04_05,control,S00_surface_xor_12_45,0.2190723990527191,0.2718678116798401
delay_unrelated_matched,1,C06_and_05_09,component,A05_and_bits_5_25,0.5144223312765785,0.969821572303772
delay_unrelated_matched,1,C06_and_05_09,control,U02_and_bits_10_16,0.023936348959842,0.2669481039047241
delay_unrelated_matched,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.2798583143494257,0.1709869652986526
delay_unrelated_matched,1,C06_and_05_09,control,S00_surface_xor_12_45,0.1885185818550843,0.2959337830543518
delay_unrelated_matched,2,C02_and_05_09,component,A05_and_bits_5_25,0.79830868401863,0.9777889847755432
delay_unrelated_matched,2,C02_and_05_09,control,U02_and_bits_10_16,0.5957891315581137,0.1827207952737808
delay_unrelated_matched,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4872807088605631,0.096724085509777
delay_unrelated_matched,2,C02_and_05_09,control,S00_surface_xor_12_45,0.5156353876741716,0.1967061311006546
