source_run_dir,source_model_name,model_name,slice_id,family,prompt_family,operation_type,composition_depth,component_ids,n_metrics,n_underperforming_metrics,n_outperforming_metrics,n_zero_metrics,underperforming_metric_rate,outperforming_metric_rate,mean_residual,median_residual,mean_residual_z,median_residual_z,max_abs_residual_z,verdict,underperforming_metrics,outperforming_metrics
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_compare,arithmetic,arithmetic,add_then_compare,2,arith_add_small;arith_compare,5,5,0,0,1.0,0.0,-0.1907776051105305,-0.2247804623298106,-0.5873273022282384,-0.5070068390302738,0.9086163628608726,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,5,0,0,1.0,0.0,-0.1486458159852354,-0.1483618625091882,-0.0527910967308592,0.0235263264276929,0.9182804010262788,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,5,0,0,1.0,0.0,-0.1697713955221276,-0.1872614427863578,0.035025082528209,0.1160092682330153,0.9314751474061638,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,4,1,0,0.8,0.2,-0.2158186619513139,-0.2492604674680664,-0.9388898891052392,-1.0900439380786275,1.7561110046105746,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,4,1,0,0.8,0.2,-0.1258993781169244,-0.2089888029991036,-0.3710963943307735,-0.7211342859638179,1.3974375897781752,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_even,arithmetic,arithmetic,add_then_parity,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,-0.161853139345906,-0.2292427356119311,-0.6860639869335989,-0.4347504611894461,1.934874468737069,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_same,string,string,reverse_then_same,2,word_reverse2;word_same,5,4,1,0,0.8,0.2,-0.1307118097282522,-0.1755040043675464,0.1232752611421632,0.3013186870699423,0.5019286005279718,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,4,1,0,0.8,0.2,-0.084874960686762,-0.2096404871223423,0.5220277743677327,0.5886462680269561,2.042901244824566,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_color,retrieval,retrieval,retrieve_then_color,2,retrieval_object;semantic_color_lookup,5,4,1,0,0.8,0.2,-0.0556388150769798,-0.0572365617308454,1.0540898555827545,1.487270791896562,1.7013528135438702,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,3,2,0,0.6,0.4,-0.0368535328719143,-0.0481087066005546,0.9017506957078536,0.9513871138056786,2.077489122383396,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_correct_margin;mean_logprob_correct
